,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,party_simple,key,ballotpedia,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
198,H2TX08109,"ATENCIO, RUDY A",TX,7,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,rudy  atencio,https://ballotpedia.org/Rudy_Atencio,rudy_atencio,736297793170464771,,,
200,H2TX01104,"ATHOLI, ADITYA",TX,1,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,aditya  atholi,https://ballotpedia.org/Aditya_Atholi,atholi4congress,1438554171360305154,,,
202,H2FL10242,"ATKINSON, ERIC",FL,10,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,eric  atkinson,,,,,,
203,H2NY01109,"ATKINSON, JOHN ROGERS IV",NY,1,DEMOCRATIC PARTY,House,Open seat,C,,,,Democrat,john  atkinson,,,,,,
204,H0MA04192,"AUCHINCLOSS, JAKE",MA,4,DEMOCRATIC PARTY,House,Incumbent,C,A000148,,456825.0,Democrat,jake  auchincloss,https://ballotpedia.org/Jake_Auchincloss,repauchincloss,1330278736554582016,,,
205,H0MA04192,"AUCHINCLOSS, JAKE",MA,4,DEMOCRATIC PARTY,House,Incumbent,C,A000148,,456825.0,Democrat,jake  auchincloss,https://ballotpedia.org/Jake_Auchincloss,jakeauch,4870048156,,,
206,H2MD06286,"AUGUST, DAVID",MD,6,INDEPENDENT,House,Challenger,N,,,,Other,david  august,,,,,,
207,H2KY01085,"AUSBROOKS, JIMMY CLIFTON",KY,1,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,jimmy  ausbrooks,https://ballotpedia.org/Jimmy_Ausbrooks,jimmy4ky,1416447304584814593,,,
209,H2WI07123,"AUSMAN, RICHARD",WI,7,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,richard  ausman,https://ballotpedia.org/Richard_Ausman,,,,,
210,H2NC06080,"AUSTIN, GERALD DARRYLL",NC,6,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,gerald  austin,https://ballotpedia.org/Gerry_Austin,electaustin,1420490873356357638,,,
212,H2MT02175,"AUSTIN, KYLE RAY",MT,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,kyle  austin,https://ballotpedia.org/Kyle_Austin_(Montana),,,,,
213,H2CA26174,"AUSTIN, PETER DUMOND",CA,26,INDEPENDENT,House,Challenger,N,,,,Other,peter  austin,,,,,,
214,H2CA39169,"AUZENNE, ORAY",CA,39,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,oray  auzenne,,,,,,
215,H2PA01123,"AVERY, CAROLINE",PA,1,LIBERTARIAN PARTY,House,Challenger,P,,,,Other,caroline  avery,https://ballotpedia.org/Caroline_Avery,,,,,
216,H2MS01130,"AVERY, HUNTER KYLE MR.",MS,1,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,hunter  avery,https://ballotpedia.org/Hunter_Avery,hunterkyleaver1,1208502210671398914,,,
218,H2CO05224,"AVION, ORLONDO",CO,5,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,orlondo  avion,,,,,,
220,H8TN09122,"AWGOWHAT, LEO",TN,9,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,leo  awgowhat,https://ballotpedia.org/Leo_Awgowhat,awgowhat,412808827,,,
222,H2OH14106,"AWTREY, PATRICK EUGENE MR.",OH,14,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,patrick  awtrey,https://ballotpedia.org/Patrick_Awtrey,patrickawtrey,1450498848040763392,,,
224,H8IA03124,"AXNE, CINDY",IA,3,DEMOCRATIC PARTY,House,Incumbent,P,A000378,Cindy Axne,412772.0,Democrat,cindy  axne,https://ballotpedia.org/Cindy_Axne,axne4congress,867495243482058755,,,
225,H2FL10192,"AYALA, ARAMIS",FL,10,DEMOCRATIC PARTY,House,Open seat,C,,,,Democrat,aramis  ayala,,,,,,
226,H8VA10189,"AYYAS, SHADI",VA,10,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,shadi  ayyas,,,,,,
228,H0VA02167,"BAAN, ANDY",VA,2,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,andy  baan,https://ballotpedia.org/Andy_Baan,andybaan,198117125,,,
229,H2VA11248,"BABB, JOSEPH RAY",VA,11,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,joseph  babb,https://ballotpedia.org/Joe_Babb,babbforcongress,,No tweets found.,Name not found.,
232,H0GA07307,"BABBAGE, LISA NOEL DR.",GA,7,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,lisa  babbage,https://ballotpedia.org/Lisa_Babbage,lisanoelbabbage,319413563,,,
233,H2NV02601,"BABER, DARRYL",NV,2,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,darryl  baber,,,,,,
235,H6TX02079,"BABIN, BRIAN",TX,36,REPUBLICAN PARTY,House,Incumbent,C,B001291,Brian Babin,412655.0,Republican,brian  babin,https://ballotpedia.org/Brian_Babin,babin4congress,2249022318,,,
236,H6TX02079,"BABIN, BRIAN",TX,36,REPUBLICAN PARTY,House,Incumbent,C,B001291,Brian Babin,412655.0,Republican,brian  babin,https://ballotpedia.org/Brian_Babin,repbrianbabin,2929491549,,,
237,H6NE02125,"BACON, DONALD J",NE,2,REPUBLICAN PARTY,House,Incumbent,C,B001298,Don Bacon,412713.0,Republican,donald  bacon,https://ballotpedia.org/Don_Bacon,donjbacon,3109108467,,,
239,H6NE02125,"BACON, DONALD J",NE,2,REPUBLICAN PARTY,House,Incumbent,C,B001298,Don Bacon,412713.0,Republican,donald  bacon,https://ballotpedia.org/Don_Bacon,repdonbacon,818975124460335106,,,
240,H2NJ02060,"BACON, ROGER",NJ,7,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,roger  bacon,https://ballotpedia.org/Roger_Bacon,,,,,
241,H2OH05047,"BADDAR, YOUSEFF MILAD",OH,9,INDEPENDENT,House,Challenger,P,,,,Other,youseff  baddar,,,,,,
243,H2UT01268,"BADGER, ANDREW",UT,1,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,andrew  badger,https://ballotpedia.org/Andrew_Badger,badgerforutah,,No tweets found.,Name not found.,
244,H0LA05088,"BADGER, JOHN ROBERT",LA,5,INDEPENDENT,House,Challenger,N,,,,Other,john  badger,,,,,,
245,H2MN04169,"BADHASSO, AMANE",MN,4,DEMOCRATIC-FARMER-LABOR,House,Challenger,P,,,,Other,amane  badhasso,,,,,,
246,H2RI02218,"BAH, OMAR",RI,2,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,omar  bah,https://ballotpedia.org/Omar_Bah,bah_omar,421660998,,,
248,H2NY23111,"BAHAR, HUGH",NY,23,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,hugh  bahar,,,,,,
249,H2IN09324,"BAILEY, JACOB",IN,9,WRITE-IN,House,Challenger,N,,,,Other,jacob  bailey,,,,,,
250,H2TX05238,"BAILEY, KATHLEEN CORDELIA",TX,5,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,kathleen  bailey,https://ballotpedia.org/Kathleen_Bailey,kcbailey2022,,No tweets found.,Name not found.,
252,H2CA52154,"BAILEY, RICHARD",CA,52,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,richard  bailey,,,,,,
253,H2CO01207,"BAILEY, SCOTT CHRISTIAN MR.",CO,1,CONSERVATIVE PARTY,House,Challenger,N,,,,Other,scott  bailey,,,,,,
254,H2SC07181,"BAILEY, WILLIAM",SC,7,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,william  bailey,,,,,,
255,H8IN04199,"BAIRD, JAMES R DR.",IN,4,REPUBLICAN PARTY,House,Incumbent,C,B001307,James Baird,412777.0,Republican,james  baird,https://ballotpedia.org/James_Baird,repjimbaird,1086316494450032640,,,
256,H8IN04199,"BAIRD, JAMES R DR.",IN,4,REPUBLICAN PARTY,House,Incumbent,C,B001307,James Baird,412777.0,Republican,james  baird,https://ballotpedia.org/James_Baird,electjimbaird,,No tweets found.,Name not found.,
259,H2IN01214,"BAKER, JIM",IN,9,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,jim  baker,https://ballotpedia.org/Jim_Baker_(Indiana),jimbakercre,1606634011,,,
260,H2GA13087,"BAKER, MARK",GA,13,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,mark  baker,https://ballotpedia.org/Mark_Baker_(Georgia),,,,,
261,H0TN01191,"BAKER, RICHARD",TN,1,INDEPENDENT,House,Challenger,N,,,,Other,richard  baker,https://ballotpedia.org/Richard_Baker_(Tennessee),,,,,
262,H2GA14127,"BAKER, RONALD D MR SR",GA,14,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,ronald  baker,,,,,,
263,H2CA48111,"BALASINSKI, KRZYSZTOF CHRIS",CA,48,INDEPENDENT,House,Challenger,N,,,,Other,krzysztof  balasinski,,,,,,
265,H2FL18096,"BALDERRAMOS ROBINSON, CORINNA",FL,21,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,corinna  robinson,https://ballotpedia.org/Corinna_Robinson,corinnarobinson,258046252,,,
267,H8OH12180,"BALDERSON, WILLIAM TROY",OH,12,REPUBLICAN PARTY,House,Incumbent,C,B001306,Troy Balderson,412747.0,Republican,william  balderson,,troy_balderson,603083228,,,
268,H8OH12180,"BALDERSON, WILLIAM TROY",OH,12,REPUBLICAN PARTY,House,Incumbent,C,B001306,Troy Balderson,412747.0,Republican,william  balderson,,repbalderson,1037341536592310272,,,
269,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,B001318,,456948.0,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,beccabalintvt,1210894642465501184,,,
270,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,B001318,,456948.0,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,repbeccab,1606115178210365448,,,
272,H2MT01094,"BALLARD, JACK",MT,2,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,jack  ballard,,,,,,
273,H2VA11263,"BANKS, BARBARA",VA,11,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,barbara  banks,https://ballotpedia.org/Barbara_Banks_(Virginia),,,,,
274,H6IN03229,"BANKS, JAMES E HON.",IN,3,REPUBLICAN PARTY,House,Incumbent,N,B001299,Jim Banks,412702.0,Republican,james  banks,https://ballotpedia.org/Jim_Banks_(Indiana),repjimbanks,816131319033950208,,,
275,H6IN03229,"BANKS, JAMES E HON.",IN,3,REPUBLICAN PARTY,House,Incumbent,N,B001299,Jim Banks,412702.0,Republican,james  banks,https://ballotpedia.org/Jim_Banks_(Indiana),jim_banks,14836282,,,
277,H2OK05177,"BANKS, SUBRINA",OK,5,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,subrina  banks,https://ballotpedia.org/Subrina_Banks,subrinabanks,1514723940857434114,,,
278,H2ID01168,"BANNER, MICHAEL DOUGLAS MR.",ID,1,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,michael  banner,,,,,,
279,H0IL11128,"BANSAL, KRISHNA K",IL,11,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,krishna  bansal,,,,,,
280,H0FL19106,"BANYAI, CINDY LYN",FL,19,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,cindy  banyai,https://ballotpedia.org/Cindy_Banyai,cindy_banyai_fl,1127391888523300865,,,
283,H0OR01152,"BARAJAS, RICARDO",OR,6,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,ricardo  barajas,https://ballotpedia.org/Ricky_Barajas,rickybarajas4or,944147084697001984,,,
284,H2MA02093,"BARASSI, NICHOLAS",MA,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,nicholas  barassi,,,,,,
285,H2NC04168,"BARBOUR, DEVAN IV",NC,13,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,devan  barbour,,,,,,
286,H2MO05378,"BARHAM, JERRY",MO,5,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,jerry  barham,https://ballotpedia.org/Jerry_Barham,,,,,
288,H2OK02281,"BARKER, GUY STUART",OK,2,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,guy  barker,https://ballotpedia.org/Guy_Barker,guysbarker,1515152125063581701,,,
290,H2NJ03266,"BARKER, JOHN",NJ,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,john  barker,https://ballotpedia.org/John_Barker_(New_Jersey),donate2barker,,No tweets found.,Name not found.,
291,H2CA00096,"BARKLEY, MICHAEL JAMES MR.",CA,5,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,michael  barkley,https://ballotpedia.org/Mike_Barkley,mjbarkl,229020620,,,
293,H2WI01134,"BARMAN, CHARLES E.",WI,1,OTHER,House,Challenger,N,,,,Other,charles  barman,,,,,,
294,H2FL09210,"BARNARD, ALYCIA",FL,9,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,alycia  barnard,,,,,,
295,H2IN09258,"BARNES-ISRAEL, STU",IN,9,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,stu  barnesisrael,https://ballotpedia.org/Stu_Barnes-Israel,stuforindiana,1483380858908286976,,,
297,H0AZ07082,"BARNETT, JOSH",AZ,1,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,josh  barnett,https://ballotpedia.org/Josh_Barnett,barnettforaz,1117898546055761920,,,
299,H8TX03081,"BARONE, ROGER RICHARD MR.",TX,3,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,roger  barone,,,,,,
300,H2CA50182,"BAROSAY, MARI MS",CA,50,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,mari  barosay,,,,,,
301,H0KY06104,"BARR, GARLAND ANDY",KY,6,REPUBLICAN PARTY,House,Incumbent,C,B001282,Andy Barr,412541.0,Republican,garland  barr,https://ballotpedia.org/Andy_Barr,repandybarr,1089334250,,,
302,H0KY06104,"BARR, GARLAND ANDY",KY,6,REPUBLICAN PARTY,House,Incumbent,C,B001282,Andy Barr,412541.0,Republican,garland  barr,https://ballotpedia.org/Andy_Barr,barrforcongress,115186195,,,
304,H2GA10166,"BARR, TIMOTHY",GA,10,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,timothy  barr,https://ballotpedia.org/Timothy_Barr,patriotbarr,,No tweets found.,Name not found.,
306,H6CA44103,"BARRAGAN, NANETTE",CA,44,DEMOCRATIC PARTY,House,Incumbent,C,B001300,Nanette Barragán,412687.0,Democrat,nanette  barragan,,nanette4ca,303633791,,,
307,H2MI07123,"BARRETT, THOMAS MORE",MI,7,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,thomas  barrett,https://ballotpedia.org/Tom_Barrett_(Michigan),barrettbrigade1,1459495909079801860,,,
309,H2KY03198,"BARRIOS MORENO, DARIEN D",KY,3,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,darien  moreno,https://ballotpedia.org/Darien_Barrios_Moreno,darien4congress,1172296373128941568,,,
312,H2WI02173,"BARRY, CHARITY",WI,2,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,charity  barry,https://ballotpedia.org/Charity_Barry,barrycongress,1441214742912114701,,,
313,H2NY01232,"BARSKY, DAVID DR.",NY,1,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,david  barsky,,,,,,
314,H2CA49267,"BARTLETT, LISA",CA,49,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,lisa  bartlett,,,,,,
315,H2SC07298,"BARTON, GARRETT DR.",SC,7,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,garrett  barton,https://ballotpedia.org/Garrett_Barton,garrettbartonsc,,No tweets found.,Name not found.,
317,H2PA31013,"BARUCH, SILVESTER MR",PA,31,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,silvester  baruch,,,,,,
318,H2VA07147,"BARVE, GARY",VA,7,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,gary  barve,,,,,,
319,H2PA02170,"BASHIR, HAROON",PA,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,haroon  bashir,https://ballotpedia.org/Aaron_Bashir,,,,,
321,H4WA09061,"BASLER, DOUGLAS MICHAEL",WA,9,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,douglas  basler,https://ballotpedia.org/Doug_Basler,dougbasler,32802230,,,
323,H0CA33117,"BASS, KAREN",CA,37,DEMOCRATIC PARTY,House,Incumbent,P,B001270,Karen Bass,412404.0,Democrat,karen  bass,,repkarenbass,239949176,,,
324,H0CA33117,"BASS, KAREN",CA,37,DEMOCRATIC PARTY,House,Incumbent,P,B001270,Karen Bass,412404.0,Democrat,karen  bass,,karenbassla,113494390,,,
326,H2TN05396,"BATCHELOR, GENI MRS.",TN,5,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,geni  batchelor,https://ballotpedia.org/Geni_Batchelor,genibatchelor,1515003828155912197,No tweets found.,,
327,H2NC11239,"BATCHELOR, JAMES ERIC",NC,11,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,james  batchelor,,,,,,
328,H2TX08190,"BATES, BETSY",TX,8,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,betsy  bates,https://ballotpedia.org/Betsy_Bates_(Texas),magabetsy,,No tweets found.,Name not found.,
330,H2CA36470,"BATTERSBY, MITCHELL A",CA,36,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,mitchell  battersby,,,,,,
332,H2CA47196,"BAUGH, SCOTT",CA,47,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,scott  baugh,https://ballotpedia.org/Scott_Baugh,scottrbaugh,976180552016396288,,,
334,H2NH01262,"BAXTER, TIM",NH,1,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,tim  baxter,https://ballotpedia.org/Tim_Baxter,timbaxternh,1400236234149183490,,,
336,H2CA14188,"BEACH, EMILY",CA,15,DEMOCRATIC PARTY,House,Open seat,C,,,,Democrat,emily  beach,https://ballotpedia.org/Emily_Beach,emilybeach650,968562897767907328,,,
337,H2NC11155,"BEACH-FERRARA, JASMINE",NC,11,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,jasmine  beachferrara,https://ballotpedia.org/Jasmine_Beach-Ferrara,jbeachferrara,953899742,,,
339,H4IN04032,"BEACHY, PHILLIP D",IN,3,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,phillip  beachy,,,,,,
340,H2AK00440,"BEAL, BRIAN T.",AK,0,,House,Open seat,N,,,,Other,brian  beal,https://ballotpedia.org/Brian_Beal,,,,,
341,H2FL04211,"BEAN, AARON P.",FL,4,REPUBLICAN PARTY,House,Incumbent,N,B001314,,456888.0,Republican,aaron  bean,https://ballotpedia.org/Aaron_Bean,repaaronbean,1604927550081359875,,,
343,H2FL04211,"BEAN, AARON P.",FL,4,REPUBLICAN PARTY,House,Incumbent,N,B001314,,456888.0,Republican,aaron  bean,https://ballotpedia.org/Aaron_Bean,aaronpbean,24317646,,,
344,H2KS01079,"BEARD, JAMES KENNETH",KS,1,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,james  beard,https://ballotpedia.org/James_Beard_(Kansas),,,,,
345,H2MD03226,"BEARDSLEY, BENJAMIN RYAN",MD,3,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,benjamin  beardsley,https://ballotpedia.org/Ben_Beardsley,ben4congress26,,No tweets found.,Name not found.,
347,H2VA10141,"BEATTY, JOHN",VA,10,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,john  beatty,https://ballotpedia.org/John_Beatty_(Virginia),beattyforus,1111284921576972288,,,
349,H2OH03125,"BEATTY, JOYCE",OH,3,DEMOCRATIC PARTY,House,Incumbent,C,B001281,Joyce Beatty,412565.0,Democrat,joyce  beatty,https://ballotpedia.org/Joyce_Beatty,repbeatty,1531521632,,,
350,H2OH03125,"BEATTY, JOYCE",OH,3,DEMOCRATIC PARTY,House,Incumbent,C,B001281,Joyce Beatty,412565.0,Democrat,joyce  beatty,https://ballotpedia.org/Joyce_Beatty,joycebeatty,582070020,,,
351,H2TX37066,"BEAUBOUEF, RICHARD QUINTON",TX,37,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,richard  beaubouef,,,,,,
352,H8NV02137,"BECK, JOEL",NV,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,joel  beck,https://ballotpedia.org/Joel_Beck,jbeck4congress,990718044170326016,,,
354,H2AK00457,"BECK, TIM",AK,0,,House,Open seat,N,,,,Other,tim  beck,https://ballotpedia.org/Tim_Beck_(Alaska),,,,,
356,H2NV03161,"BECKER, APRIL",NV,3,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,april  becker,https://ballotpedia.org/April_Becker,voteaprilbecker,4776663858,,,
357,H2TX24155,"BECKLEY, MICHELLE",TX,24,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,michelle  beckley,,,,,,
358,H2VA10273,"BECKWITH, DAVID",VA,10,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,david  beckwith,https://ballotpedia.org/Dave_Beckwith,daveb4congress,1492700566006468608,,,
360,H2AK01083,"BEGICH, NICHOLAS III",AK,0,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,nicholas  begich,https://ballotpedia.org/Nicholas_Begich,nicholasbegich,75413121,,,
362,H2TN05479,"BEIERLEIN, JEFF",TN,5,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,jeff  beierlein,https://ballotpedia.org/Jeff_Beierlein,,,,,
363,H8OR04134,"BEILSTEIN, MICHAEL ALLAN",OR,4,PACIFIC GREEN,House,Challenger,N,,,,Other,michael  beilstein,https://ballotpedia.org/Michael_Beilstein,,,,,
364,H2WY29017,"BELINSKEY, ROBYN MARIWE",WY,0,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,robyn  belinskey,https://ballotpedia.org/Robyn_Belinskey,,,,,
365,H2AL03107,"BELL, DOUGLAS A.",AL,3,INDEPENDENT,House,Challenger,P,,,,Other,douglas  bell,https://ballotpedia.org/Douglas_Bell,,,,,
366,H0VA02175,"BELL, JAROME",VA,2,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,jarome  bell,https://ballotpedia.org/Jarome_Bell,jaromebellva2,1511854885310021644,No tweets found.,,
368,H2FL06208,"BELL, MATT",FL,6,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,matt  bell,,,,,,
369,H2MI13386,"BELLE, ANITA EILEEN",MI,13,,House,Challenger,N,,,,Other,anita  belle,,,,,,
370,H2CA25192,"BELLINGHAM, CHRIS",CA,25,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,chris  bellingham,,,,,,
371,H2PA28019,"BELMONT, MARTHA MRS",PA,28,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,martha  belmont,,,,,,
372,H2MD05544,"BELSON, ELAINE SARAH",MD,5,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,elaine  belson,,,,,,
373,H2CA42247,"BELTRAN, JOAQUIN",CA,42,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,joaquin  beltran,,,,,,
375,H2LA06041,"BELZER, BRIAN T",LA,6,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,brian  belzer,https://ballotpedia.org/Brian_Belzer,belzerforchange,1520151589180383235,,,
376,H2NY13146,"BEN-AVI, TYRRELL LEV",NY,13,INDEPENDENT,House,Challenger,N,,,,Other,tyrrell  benavi,,,,,,
377,H2TX28081,"BENAVIDES, TANNYA",TX,28,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,tannya  benavides,https://ballotpedia.org/Tannya_Benavides,tannyafortexas,1400872906117332997,,,
379,H2TX28081,"BENAVIDES, TANNYA",TX,28,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,tannya  benavides,https://ballotpedia.org/Tannya_Benavides,tannyabenavides,177111428,,,
380,H2MN01181,"BENDA, MATTHEW L.",MN,1,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,matthew  benda,https://ballotpedia.org/Matt_Benda,,,,,
381,H2FL07180,"BENFIELD, ERIKA",FL,7,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,erika  benfield,https://ballotpedia.org/Erika_Benfield,erika_benfield,1414965386886406148,,,
383,H2FL07180,"BENFIELD, ERIKA",FL,7,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,erika  benfield,https://ballotpedia.org/Erika_Benfield,flqintdesign,53830185,,,
384,H2OH10260,"BENJAMIN, KIRK ALAN",OH,10,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,kirk  benjamin,https://ballotpedia.org/Kirk_Benjamin,,,,,
385,H0VA04064,"BENJAMIN, LEON MR. SR.",VA,4,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,leon  benjamin,https://ballotpedia.org/Leon_Benjamin_Sr.,leon4congress,1239733382554300421,,,
386,H0VA04064,"BENJAMIN, LEON MR. SR.",VA,4,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,leon  benjamin,https://ballotpedia.org/Leon_Benjamin_Sr.,leonbenjamin,15759182,,,
388,H2SC04162,"BENNETT, JUSTIN ALEXANDER MR.",SC,4,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,justin  bennett,,,,,,
389,H0NC11191,"BENNETT, LYNDA",NC,11,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,lynda  bennett,,,,,,
390,H2TN04290,"BENSON, CLYDE",TN,4,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,clyde  benson,,,,,,
391,H2IN06296,"BENSON, ERIK",IN,6,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,erik  benson,,,,,,
392,H2NC13201,"BENTLEY, KAREN W",NC,13,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,karen  bentley,,,,,,
393,H0OR02127,"BENTZ, CLIFF",OR,2,REPUBLICAN PARTY,House,Incumbent,C,B000668,,456842.0,Republican,cliff  bentz,https://ballotpedia.org/Cliff_Bentz,cliffbentz,1216104257989963776,,,
395,H0OR02127,"BENTZ, CLIFF",OR,2,REPUBLICAN PARTY,House,Incumbent,C,B000668,,456842.0,Republican,cliff  bentz,https://ballotpedia.org/Cliff_Bentz,repbentz,1345788865911656454,,,
396,H0CA03078,"BERA, AMERISH",CA,6,DEMOCRATIC PARTY,House,Incumbent,C,B001287,Ami Bera,412512.0,Democrat,amerish  bera,https://ballotpedia.org/Ami_Bera,repbera,950783972,,,
397,H0CA03078,"BERA, AMERISH",CA,6,DEMOCRATIC PARTY,House,Incumbent,C,B001287,Ami Bera,412512.0,Democrat,amerish  bera,https://ballotpedia.org/Ami_Bera,beraforcongress,43986986,,,
398,H2NY18095,"BEREAN, MICHAEL FRANCIS",NY,18,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,michael  berean,,,,,,
399,H2TX22167,"BERG, MATTHEW RICHARD MR.",TX,22,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,matthew  berg,,,,,,
400,H6MI01226,"BERGMAN, JOHN",MI,1,REPUBLICAN PARTY,House,Incumbent,N,B001301,Jack Bergman,412709.0,Republican,john  bergman,https://ballotpedia.org/Jack_Bergman,repjackbergman,815241612154417152,,,
401,H6MI01226,"BERGMAN, JOHN",MI,1,REPUBLICAN PARTY,House,Incumbent,N,B001301,Jack Bergman,412709.0,Republican,john  bergman,https://ballotpedia.org/Jack_Bergman,jackbergman_mi1,751799352755052544,,,
403,H0TN09061,"BERGMANN, CHARLOTTE",TN,9,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,charlotte  bergmann,https://ballotpedia.org/Charlotte_Bergmann,electbergmann,93303821,,,
