,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
194,H2MD04349,"ANGEL, ANGELA",MD,4,DEMOCRATIC PARTY,House,Open seat,P,Democrat,angela  angel,https://ballotpedia.org/Angela_Angel,,markamodeinv2,402719755,,,
195,H2MD04349,"ANGEL, ANGELA",MD,4,DEMOCRATIC PARTY,House,Open seat,P,Democrat,angela  angel,https://ballotpedia.org/Angela_Angel,,amodeifornevada,85689484,,,
197,H2CA38252,"ANI, SYLVESTER UGONNA JR.",CA,38,DEMOCRATIC PARTY,House,Challenger,C,Democrat,sylvester  ani,,,manga4congress,1174445643559067648,,,
200,H2FL09251,"ANTHONY, MARLIN DANIEL",FL,9,REPUBLICAN PARTY,House,Challenger,C,Republican,marlin  anthony,,,liamsimard,938467113831825409,,,
201,H2NJ06244,"ANTISELL, ERIC",NJ,6,OTHER,House,Challenger,N,Other,eric  antisell,,,,,,,
202,H2TX14214,"ANTONELLI, JEFF",TX,14,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jeff  antonelli,,,congressrancher,1482174748993986563,,,
204,H2NY01141,"ANTONUCCI, NICHOLAS",NY,1,DEMOCRATIC PARTY,House,Open seat,P,Democrat,nicholas  antonucci,,,,,,,
205,H0FL19163,"AQUINO, DARREN DIONE MR.",FL,25,REPUBLICAN PARTY,House,Challenger,P,Republican,darren  aquino,,,,,,,
206,H2TX35185,"ARAGONA, JENAI",TX,35,REPUBLICAN PARTY,House,Challenger,P,Republican,jenai  aragona,https://ballotpedia.org/Jenai_Aragona-Hales,,joannesimonbk52,2275218805,,,
209,H0CA22102,"ARBALLO, PHIL",CA,13,DEMOCRATIC PARTY,House,Challenger,C,Democrat,phil  arballo,https://ballotpedia.org/Phil_Arballo,,dlandersonjrtx,1347277691062345728,,,
211,H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,ashley  arenholz,,H001091,realjdsimpson,1441093762357153792,,,
212,H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,ashley  arenholz,,H001091,derrickforva,1205985145007878145,,,
213,H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,ashley  arenholz,,H001091,congmikesimpson,76132891,,,
215,H2KY38012,"ARGYLE, MARK MR",KY,38,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,mark  argyle,,,mikesimpson4id,314223728,,,
217,H2FL21140,"ARIANAS, PETER STEVEN",FL,22,REPUBLICAN PARTY,House,Challenger,P,Republican,peter  arianas,https://ballotpedia.org/Peter_Arianas,,mikesimpson4id,314223728,,,
219,H0TX16106,"ARMENDARIZ-JACKSON, IRENE",TX,16,REPUBLICAN PARTY,House,Challenger,P,Republican,irene  armendarizjackson,https://ballotpedia.org/Irene_Armendariz-Jackson,,congmikesimpson,76132891,,,
220,H2AK00267,"ARMSTRONG, JAY R",AK,0,WRITE-IN,House,Open seat,N,Other,jay  armstrong,,,,,,,
221,H8ND00096,"ARMSTRONG, KELLY",ND,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,kelly  armstrong,https://ballotpedia.org/Kelly_Armstrong_(North_Dakota),A000377,annieandrewsmd,3698187494,,,
223,H8ND00096,"ARMSTRONG, KELLY",ND,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,kelly  armstrong,https://ballotpedia.org/Kelly_Armstrong_(North_Dakota),A000377,tobyandersonnj,1481260462343798786,,,
224,H8ND00096,"ARMSTRONG, KELLY",ND,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,kelly  armstrong,https://ballotpedia.org/Kelly_Armstrong_(North_Dakota),A000377,alansimsga,1417206514532638720,,,
225,H8ND00096,"ARMSTRONG, KELLY",ND,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,kelly  armstrong,https://ballotpedia.org/Kelly_Armstrong_(North_Dakota),A000377,laron4congress,1456251249381289988,,,
226,H8ND00096,"ARMSTRONG, KELLY",ND,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,kelly  armstrong,https://ballotpedia.org/Kelly_Armstrong_(North_Dakota),A000377,sinclairkyle1,2751214694,,,
227,H2NJ09149,"ARMSTRONG, SEAN ARMSTRONG",NJ,9,LIBERTARIAN PARTY,House,Challenger,N,Other,sean  armstrong,https://ballotpedia.org/Sean_Armstrong_(New_Jersey),,laronsingletary,79867212,,,
228,H2NJ09149,"ARMSTRONG, SEAN ARMSTRONG",NJ,9,LIBERTARIAN PARTY,House,Challenger,N,Other,sean  armstrong,https://ballotpedia.org/Sean_Armstrong_(New_Jersey),,jandrews1stgen,75962375,,,
229,H2CO00043,"ARNOLD, JAMES G",CO,0,REPUBLICAN PARTY,House,Challenger,N,Republican,james  arnold,,,,,,,
231,H8WA08080,"ARNOLD, KEITH",WA,8,DEMOCRATIC PARTY,House,Challenger,N,Democrat,keith  arnold,https://ballotpedia.org/Keith_Arnold,,naomiforok,1516959960269271042,,,
233,H2MI10127,"ARRAF, HUWAIDA",MI,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,huwaida  arraf,https://ballotpedia.org/Huwaida_Arraf,,voteandriani,1508512828235341825,,,
234,H2TX23140,"ARREDONDO-LYNCH, ALMA G DR. D.D.S.",TX,23,REPUBLICAN PARTY,House,Challenger,P,Republican,alma  arredondolynch,https://ballotpedia.org/Alma_Arredondo-Lynch,,,,,,
235,H6TX19099,"ARRINGTON, JODEY",TX,19,REPUBLICAN PARTY,House,Incumbent,N,Republican,jodey  arrington,https://ballotpedia.org/Jodey_Arrington,A000375,jeffreysites,20016594,,,
236,H6TX19099,"ARRINGTON, JODEY",TX,19,REPUBLICAN PARTY,House,Incumbent,N,Republican,jodey  arrington,https://ballotpedia.org/Jodey_Arrington,A000375,sites4congress,1155192538535550976,,,
237,H6TX19099,"ARRINGTON, JODEY",TX,19,REPUBLICAN PARTY,House,Incumbent,N,Republican,jodey  arrington,https://ballotpedia.org/Jodey_Arrington,A000375,thepoliticchic,33260677,,,
238,H6TX19099,"ARRINGTON, JODEY",TX,19,REPUBLICAN PARTY,House,Incumbent,N,Republican,jodey  arrington,https://ballotpedia.org/Jodey_Arrington,A000375,angel4dist25,2289221126,,,
240,H2SC01150,"ARRINGTON, KATIE",SC,1,REPUBLICAN PARTY,House,Challenger,C,Republican,katie  arrington,https://ballotpedia.org/Katie_Arrington,,alekskarlatos,3525046823,,,
242,H2NJ08299,"ARROYO, MARCOS",NJ,8,REPUBLICAN PARTY,House,Open seat,N,Republican,marcos  arroyo,https://ballotpedia.org/Marcos_Arroyo,,,,,,
243,H2SC07231,"ARTHUR, BARBARA MRS.",SC,7,REPUBLICAN PARTY,House,Challenger,C,Republican,barbara  arthur,https://ballotpedia.org/Barbara_Arthur,,,,,,
244,H2FL28038,"ASENCIO, ROBERT",FL,28,DEMOCRATIC PARTY,House,Open seat,P,Democrat,robert  asencio,https://ballotpedia.org/Robert_Asencio,,,,,,
246,H2FL03197,"ASENSIO, MANUEL P",FL,3,REPUBLICAN PARTY,House,Challenger,P,Republican,manuel  asensio,,,kristinforco,1427714928853626891,,,
247,H8TX05052,"ASHBY, KEN",TX,33,LIBERTARIAN PARTY,House,Challenger,N,Other,ken  ashby,https://ballotpedia.org/Ken_Ashby,,,,,,
248,H2CA10186,"ASLANPOUR, SIMON MICHAEL",CA,10,REPUBLICAN PARTY,House,Challenger,N,Republican,simon  aslanpour,,,,,,,
249,H2TX08109,"ATENCIO, RUDY A",TX,7,REPUBLICAN PARTY,House,Open seat,N,Republican,rudy  atencio,https://ballotpedia.org/Rudy_Atencio,,jenaih,42838122,,,
250,H2TX08109,"ATENCIO, RUDY A",TX,7,REPUBLICAN PARTY,House,Open seat,N,Republican,rudy  atencio,https://ballotpedia.org/Rudy_Atencio,,ljuboskrbic,1307719934676529153,,,
251,H2TX01104,"ATHOLI, ADITYA",TX,1,REPUBLICAN PARTY,House,Open seat,C,Republican,aditya  atholi,https://ballotpedia.org/Aditya_Atholi,,,,,,
253,H2FL10242,"ATKINSON, ERIC",FL,10,DEMOCRATIC PARTY,House,Open seat,N,Democrat,eric  atkinson,,,hinsonashley,18189966,,,
254,H2NY01109,"ATKINSON, JOHN ROGERS IV",NY,1,DEMOCRATIC PARTY,House,Open seat,C,Democrat,john  atkinson,,,billslantz,1531290318938570752,,,
256,H0MA04192,"AUCHINCLOSS, JAKE",MA,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jake  auchincloss,https://ballotpedia.org/Jake_Auchincloss,A000148,repslotkin,1078401427347857408,,,
257,H0MA04192,"AUCHINCLOSS, JAKE",MA,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jake  auchincloss,https://ballotpedia.org/Jake_Auchincloss,A000148,armendarizdis16,1225469439698702338,,,
258,H0MA04192,"AUCHINCLOSS, JAKE",MA,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jake  auchincloss,https://ballotpedia.org/Jake_Auchincloss,A000148,peter_arianas,1425284025338433544,,,
260,H2MD06286,"AUGUST, DAVID",MD,6,INDEPENDENT,House,Challenger,N,Other,david  august,,,amazingurl09,44760079,,,
261,H2MD06286,"AUGUST, DAVID",MD,6,INDEPENDENT,House,Challenger,N,Other,david  august,,,repslotkin,1078401427347857408,,,
262,H2KY01085,"AUSBROOKS, JIMMY CLIFTON",KY,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jimmy  ausbrooks,https://ballotpedia.org/Jimmy_Ausbrooks,,elissaslotkin,860547911268139008,,,
264,H2WI07123,"AUSMAN, RICHARD",WI,7,DEMOCRATIC PARTY,House,Challenger,P,Democrat,richard  ausman,https://ballotpedia.org/Richard_Ausman,,,,,,
265,H2NC06080,"AUSTIN, GERALD DARRYLL",NC,6,REPUBLICAN PARTY,House,Challenger,N,Republican,gerald  austin,https://ballotpedia.org/Gerry_Austin,,chadslotta,1409115617953816578,,,
266,H2NC06080,"AUSTIN, GERALD DARRYLL",NC,6,REPUBLICAN PARTY,House,Challenger,N,Republican,gerald  austin,https://ballotpedia.org/Gerry_Austin,,reparmstrongnd,1080515866255593472,,,
268,H2MT02175,"AUSTIN, KYLE RAY",MT,2,REPUBLICAN PARTY,House,Challenger,N,Republican,kyle  austin,https://ballotpedia.org/Kyle_Austin_(Montana),,armstrong_nd,964996994623311874,,,
269,H2CA26174,"AUSTIN, PETER DUMOND",CA,26,INDEPENDENT,House,Challenger,N,Other,peter  austin,,,kristiesluder1,917191404333363200,,,
270,H2CA26174,"AUSTIN, PETER DUMOND",CA,26,INDEPENDENT,House,Challenger,N,Other,peter  austin,,,armstrong_km,1426714956,,,
271,H2CA39169,"AUZENNE, ORAY",CA,39,DEMOCRATIC PARTY,House,Challenger,N,Democrat,oray  auzenne,,,,,,,
272,H2PA01123,"AVERY, CAROLINE",PA,1,LIBERTARIAN PARTY,House,Challenger,P,Other,caroline  avery,https://ballotpedia.org/Caroline_Avery,,,,,,
274,H2MS01130,"AVERY, HUNTER KYLE MR.",MS,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,hunter  avery,https://ballotpedia.org/Hunter_Avery,,sarmcast,2236658947,,,
276,H2CO05224,"AVION, ORLONDO",CO,5,DEMOCRATIC PARTY,House,Challenger,N,Democrat,orlondo  avion,,,ben_smilowitz,16348368,,,
277,H8TN09122,"AWGOWHAT, LEO",TN,9,REPUBLICAN PARTY,House,Challenger,N,Republican,leo  awgowhat,https://ballotpedia.org/Leo_Awgowhat,,,,,,
279,H2OH14106,"AWTREY, PATRICK EUGENE MR.",OH,14,REPUBLICAN PARTY,House,Challenger,P,Republican,patrick  awtrey,https://ballotpedia.org/Patrick_Awtrey,,repadriansmith,296245061,,,
280,H8IA03124,"AXNE, CINDY",IA,3,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,cindy  axne,https://ballotpedia.org/Cindy_Axne,A000378,repadriansmith,296245061,,,
282,H8IA03124,"AXNE, CINDY",IA,3,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,cindy  axne,https://ballotpedia.org/Cindy_Axne,A000378,huwaidaarraf,253320860,,,
283,H8IA03124,"AXNE, CINDY",IA,3,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,cindy  axne,https://ballotpedia.org/Cindy_Axne,A000378,huwaida4mi,1455952964397457408,,,
284,H2FL10192,"AYALA, ARAMIS",FL,10,DEMOCRATIC PARTY,House,Open seat,C,Democrat,aramis  ayala,,,,,,,
285,H8VA10189,"AYYAS, SHADI",VA,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,shadi  ayyas,,,arredondo_lynch,1187810136368340992,,,
286,H8VA10189,"AYYAS, SHADI",VA,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,shadi  ayyas,,,drbrandtsmith1,1380722442176454659,,,
287,H0VA02167,"BAAN, ANDY",VA,2,REPUBLICAN PARTY,House,Challenger,C,Republican,andy  baan,https://ballotpedia.org/Andy_Baan,,,,,,
289,H2VA11248,"BABB, JOSEPH RAY",VA,11,REPUBLICAN PARTY,House,Challenger,C,Republican,joseph  babb,https://ballotpedia.org/Joe_Babb,,reparrington,816284664658874368,,,
290,H0GA07307,"BABBAGE, LISA NOEL DR.",GA,7,REPUBLICAN PARTY,House,Challenger,P,Republican,lisa  babbage,https://ballotpedia.org/Lisa_Babbage,,jodeyarrington,3609064098,,,
292,H2NV02601,"BABER, DARRYL",NV,2,LIBERTARIAN PARTY,House,Challenger,N,Other,darryl  baber,,,jodeyarrington,3609064098,,,
294,H6TX02079,"BABIN, BRIAN",TX,36,REPUBLICAN PARTY,House,Incumbent,C,Republican,brian  babin,https://ballotpedia.org/Brian_Babin,B001291,christysmithca,4699063596,,,
296,H6TX02079,"BABIN, BRIAN",TX,36,REPUBLICAN PARTY,House,Incumbent,C,Republican,brian  babin,https://ballotpedia.org/Brian_Babin,B001291,karringtonsc,25375137,,,
297,H6NE02125,"BACON, DONALD J",NE,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,donald  bacon,https://ballotpedia.org/Don_Bacon,B001298,smithforaz,1492223898380750852,,,
299,H6NE02125,"BACON, DONALD J",NE,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,donald  bacon,https://ballotpedia.org/Don_Bacon,B001298,repasencio,907654016963837952,,,
300,H6NE02125,"BACON, DONALD J",NE,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,donald  bacon,https://ballotpedia.org/Don_Bacon,B001298,repadamsmith,58928690,,,
301,H2NJ02060,"BACON, ROGER",NJ,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,roger  bacon,https://ballotpedia.org/Roger_Bacon,,electadamsmith,50789200,,,
303,H2OH05047,"BADDAR, YOUSEFF MILAD",OH,9,INDEPENDENT,House,Challenger,P,Other,youseff  baddar,,,,,,,
304,H2UT01268,"BADGER, ANDREW",UT,1,REPUBLICAN PARTY,House,Challenger,P,Republican,andrew  badger,https://ballotpedia.org/Andrew_Badger,,rudy_atencio,736297793170464771,,,
307,H0LA05088,"BADGER, JOHN ROBERT",LA,5,INDEPENDENT,House,Challenger,N,Other,john  badger,,,ericaforus,2448551130,,,
309,H2MN04169,"BADHASSO, AMANE",MN,4,DEMOCRATIC-FARMER-LABOR,House,Challenger,P,Other,amane  badhasso,,,atholi4congress,1438554171360305154,,,
310,H2RI02218,"BAH, OMAR",RI,2,DEMOCRATIC PARTY,House,Open seat,P,Democrat,omar  bah,https://ballotpedia.org/Omar_Bah,,,,,,
311,H2NY23111,"BAHAR, HUGH",NY,23,REPUBLICAN PARTY,House,Open seat,N,Republican,hugh  bahar,,,,,,,
312,H2IN09324,"BAILEY, JACOB",IN,9,WRITE-IN,House,Challenger,N,Other,jacob  bailey,,,jakeauch,4870048156,,,
314,H2TX05238,"BAILEY, KATHLEEN CORDELIA",TX,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,kathleen  bailey,https://ballotpedia.org/Kathleen_Bailey,,iansmithfitness,971921107992350720,,,
315,H2TX05238,"BAILEY, KATHLEEN CORDELIA",TX,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,kathleen  bailey,https://ballotpedia.org/Kathleen_Bailey,,repauchincloss,1330278736554582016,,,
317,H2CA52154,"BAILEY, RICHARD",CA,52,REPUBLICAN PARTY,House,Challenger,P,Republican,richard  bailey,,,jakeauch,4870048156,,,
318,H2CO01207,"BAILEY, SCOTT CHRISTIAN MR.",CO,1,CONSERVATIVE PARTY,House,Challenger,N,Other,scott  bailey,,,repauchincloss,1330278736554582016,,,
321,H2SC07181,"BAILEY, WILLIAM",SC,7,REPUBLICAN PARTY,House,Challenger,N,Republican,william  bailey,,,repjasonsmith,1623308912,,,
322,H8IN04199,"BAIRD, JAMES R DR.",IN,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  baird,https://ballotpedia.org/James_Baird,B001307,repjasonsmith,1623308912,,,
323,H8IN04199,"BAIRD, JAMES R DR.",IN,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  baird,https://ballotpedia.org/James_Baird,B001307,jimmy4ky,1416447304584814593,,,
325,H8IN04199,"BAIRD, JAMES R DR.",IN,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  baird,https://ballotpedia.org/James_Baird,B001307,jasonsmithmo,26653478,,,
327,H2IN01214,"BAKER, JIM",IN,9,REPUBLICAN PARTY,House,Open seat,C,Republican,jim  baker,https://ballotpedia.org/Jim_Baker_(Indiana),,electaustin,1420490873356357638,,,
328,H2GA13087,"BAKER, MARK",GA,13,DEMOCRATIC PARTY,House,Challenger,P,Democrat,mark  baker,https://ballotpedia.org/Mark_Baker_(Georgia),,,,,,
329,H0TN01191,"BAKER, RICHARD",TN,1,INDEPENDENT,House,Challenger,N,Other,richard  baker,https://ballotpedia.org/Richard_Baker_(Tennessee),,,,,,
330,H2GA14127,"BAKER, RONALD D MR SR",GA,14,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ronald  baker,,,,,,,
331,H2CA48111,"BALASINSKI, KRZYSZTOF CHRIS",CA,48,INDEPENDENT,House,Challenger,N,Other,krzysztof  balasinski,,,sandysmithnc,1100153767708819457,,,
333,H2FL18096,"BALDERRAMOS ROBINSON, CORINNA",FL,21,DEMOCRATIC PARTY,House,Challenger,P,Democrat,corinna  robinson,https://ballotpedia.org/Corinna_Robinson,,hunterkyleaver1,1208502210671398914,,,
335,H8OH12180,"BALDERSON, WILLIAM TROY",OH,12,REPUBLICAN PARTY,House,Incumbent,C,Republican,william  balderson,,B001306,,,,,
337,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,patrickawtrey,1450498848040763392,,,
338,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,wolfofwash,,No tweets found.,Name not found.,
339,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,repsmucker,41417564,,,
340,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,lloydsmuckerpa,4212470319,,,
341,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,awgowhat,412808827,,,
342,H2MT01094,"BALLARD, JACK",MT,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jack  ballard,,,repsmucker,41417564,,,
343,H2MT01094,"BALLARD, JACK",MT,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jack  ballard,,,axne4congress,867495243482058755,,,
344,H2VA11263,"BANKS, BARBARA",VA,11,REPUBLICAN PARTY,House,Challenger,N,Republican,barbara  banks,https://ballotpedia.org/Barbara_Banks_(Virginia),,,,,,
346,H6IN03229,"BANKS, JAMES E HON.",IN,3,REPUBLICAN PARTY,House,Incumbent,N,Republican,james  banks,https://ballotpedia.org/Jim_Banks_(Indiana),B001299,andybaan,198117125,,,
347,H2OK05177,"BANKS, SUBRINA",OK,5,REPUBLICAN PARTY,House,Challenger,C,Republican,subrina  banks,https://ballotpedia.org/Subrina_Banks,,babbforcongress,,No tweets found.,Name not found.,
348,H2OK05177,"BANKS, SUBRINA",OK,5,REPUBLICAN PARTY,House,Challenger,C,Republican,subrina  banks,https://ballotpedia.org/Subrina_Banks,,snyderforin03,,No tweets found.,Name not found.,
349,H2ID01168,"BANNER, MICHAEL DOUGLAS MR.",ID,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,michael  banner,,,,,,,
351,H0IL11128,"BANSAL, KRISHNA K",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,krishna  bansal,,,lisanoelbabbage,319413563,,,
353,H0FL19106,"BANYAI, CINDY LYN",FL,19,DEMOCRATIC PARTY,House,Challenger,P,Democrat,cindy  banyai,https://ballotpedia.org/Cindy_Banyai,,sodrelmike,1490771580477181952,,,
354,H0OR01152,"BARAJAS, RICARDO",OR,6,DEMOCRATIC PARTY,House,Open seat,N,Democrat,ricardo  barajas,https://ballotpedia.org/Ricky_Barajas,,,,,,
356,H2MA02093,"BARASSI, NICHOLAS",MA,2,REPUBLICAN PARTY,House,Challenger,N,Republican,nicholas  barassi,,,babin4congress,2249022318,,,
358,H2NC04168,"BARBOUR, DEVAN IV",NC,13,REPUBLICAN PARTY,House,Challenger,C,Republican,devan  barbour,,,repbrianbabin,2929491549,,,
359,H2MO05378,"BARHAM, JERRY",MO,5,REPUBLICAN PARTY,House,Challenger,P,Republican,jerry  barham,https://ballotpedia.org/Jerry_Barham,,repbrianbabin,2929491549,,,
360,H2MO05378,"BARHAM, JERRY",MO,5,REPUBLICAN PARTY,House,Challenger,P,Republican,jerry  barham,https://ballotpedia.org/Jerry_Barham,,carriesolages,41873011,,,
361,H2OK02281,"BARKER, GUY STUART",OK,2,REPUBLICAN PARTY,House,Open seat,P,Republican,guy  barker,https://ballotpedia.org/Guy_Barker,,,,,,
362,H2NJ03266,"BARKER, JOHN",NJ,2,REPUBLICAN PARTY,House,Challenger,N,Republican,john  barker,https://ballotpedia.org/John_Barker_(New_Jersey),,donjbacon,3109108467,,,
364,H2CA00096,"BARKLEY, MICHAEL JAMES MR.",CA,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,michael  barkley,https://ballotpedia.org/Mike_Barkley,,repdonbacon,818975124460335106,,,
366,H2WI01134,"BARMAN, CHARLES E.",WI,1,OTHER,House,Challenger,N,Other,charles  barman,,,,,,,
367,H2FL09210,"BARNARD, ALYCIA",FL,9,REPUBLICAN PARTY,House,Challenger,N,Republican,alycia  barnard,,,donjbacon,3109108467,,,
368,H2FL09210,"BARNARD, ALYCIA",FL,9,REPUBLICAN PARTY,House,Challenger,N,Republican,alycia  barnard,,,bensorensen,22019123,,,
369,H2IN09258,"BARNES-ISRAEL, STU",IN,9,REPUBLICAN PARTY,House,Open seat,P,Republican,stu  barnesisrael,https://ballotpedia.org/Stu_Barnes-Israel,,,,,,
370,H0AZ07082,"BARNETT, JOSH",AZ,1,REPUBLICAN PARTY,House,Challenger,P,Republican,josh  barnett,https://ballotpedia.org/Josh_Barnett,,,,,,
371,H8TX03081,"BARONE, ROGER RICHARD MR.",TX,3,REPUBLICAN PARTY,House,Open seat,N,Republican,roger  barone,,,ericsorensen,7698032,,,
372,H8TX03081,"BARONE, ROGER RICHARD MR.",TX,3,REPUBLICAN PARTY,House,Open seat,N,Republican,roger  barone,,,badgerforutah,,No tweets found.,Name not found.,
374,H2CA50182,"BAROSAY, MARI MS",CA,50,DEMOCRATIC PARTY,House,Challenger,N,Democrat,mari  barosay,,,repericsorensen,1611441794704674828,,,
375,H0KY06104,"BARR, GARLAND ANDY",KY,6,REPUBLICAN PARTY,House,Incumbent,C,Republican,garland  barr,https://ballotpedia.org/Andy_Barr,B001282,repdarrensoto,818713465653051392,,,
377,H0KY06104,"BARR, GARLAND ANDY",KY,6,REPUBLICAN PARTY,House,Incumbent,C,Republican,garland  barr,https://ballotpedia.org/Andy_Barr,B001282,kcbailey2022,,No tweets found.,Name not found.,
378,H0KY06104,"BARR, GARLAND ANDY",KY,6,REPUBLICAN PARTY,House,Incumbent,C,Republican,garland  barr,https://ballotpedia.org/Andy_Barr,B001282,jeff4congressma,1378884515049902082,,,
379,H2GA10166,"BARR, TIMOTHY",GA,10,REPUBLICAN PARTY,House,Open seat,P,Republican,timothy  barr,https://ballotpedia.org/Timothy_Barr,,darrensoto,1730030220,,,
382,H6CA44103,"BARRAGAN, NANETTE",CA,44,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,nanette  barragan,,B001300,gavsoriano,996279477364838400,,,
383,H6CA44103,"BARRAGAN, NANETTE",CA,44,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,nanette  barragan,,B001300,ericsorensen,7698032,,,
384,H2MI07123,"BARRETT, THOMAS MORE",MI,7,REPUBLICAN PARTY,House,Challenger,P,Republican,thomas  barrett,https://ballotpedia.org/Tom_Barrett_(Michigan),,bah_omar,421660998,,,
386,H2KY03198,"BARRIOS MORENO, DARIEN D",KY,3,REPUBLICAN PARTY,House,Open seat,N,Republican,darien  moreno,https://ballotpedia.org/Darien_Barrios_Moreno,,,,,,
388,H2WI02173,"BARRY, CHARITY",WI,2,REPUBLICAN PARTY,House,Challenger,P,Republican,charity  barry,https://ballotpedia.org/Charity_Barry,,darrensoto,1730030220,,,
389,H2NY01232,"BARSKY, DAVID DR.",NY,1,DEMOCRATIC PARTY,House,Open seat,N,Democrat,david  barsky,,,ben_souther,,No tweets found.,Name not found.,
391,H2CA49267,"BARTLETT, LISA",CA,49,REPUBLICAN PARTY,House,Challenger,P,Republican,lisa  bartlett,,,,,,,
392,H2SC07298,"BARTON, GARRETT DR.",SC,7,REPUBLICAN PARTY,House,Challenger,P,Republican,garrett  barton,https://ballotpedia.org/Garrett_Barton,,repjimbaird,1086316494450032640,,,
394,H2PA31013,"BARUCH, SILVESTER MR",PA,31,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,silvester  baruch,,,electjimbaird,,No tweets found.,Name not found.,
396,H2VA07147,"BARVE, GARY",VA,7,REPUBLICAN PARTY,House,Challenger,C,Republican,gary  barve,,,repjimbaird,1086316494450032640,,,
397,H2VA07147,"BARVE, GARY",VA,7,REPUBLICAN PARTY,House,Challenger,C,Republican,gary  barve,,,carlaspaldingfl,847112047913586688,,,
