name,party,state,district,last_election,twitter,ballotpedia
Robin Kelly,Democratic Party,Illinois,2,"November 8, 2022","['https://www.twitter.com/RepRobinKelly', 'https://www.twitter.com/RobinLynneKelly', 'https://www.twitter.com/robinlynnekelly']",https://ballotpedia.org/Robin_Kelly
Shane Cultra,Republican Party,Illinois,2,"June 28, 2022",[],https://ballotpedia.org/Shane_Cultra
Alyssa Dara McDowell,Republican Party,Kentucky,4,"May 17, 2022",[],https://ballotpedia.org/Alyssa_Dara_McDowell
Morris Griffin,Democratic Party,California,44,"June 7, 2022",[],https://ballotpedia.org/Morris_Griffin
Scott Peters,Democratic Party,California,50,"November 8, 2022","['https://www.twitter.com/RepScottPeters', 'https://www.twitter.com/ScottPetersCA50']",https://ballotpedia.org/Scott_Peters
Lisa McCoy,Republican Party,Georgia,7,"May 24, 2022",[],https://ballotpedia.org/Lisa_McCoy
Calvin Wimbish,Republican Party,Florida,10,"November 8, 2022",['https://www.twitter.com/cbwimbish'],https://ballotpedia.org/Calvin_Wimbish
Steve Chess,Republican Party,Florida,23,"August 23, 2022",['https://www.twitter.com/Chess4Congress'],https://ballotpedia.org/Steve_Chess
Michael Beilstein,Progressive Party,Oregon,4,"November 8, 2022",[],https://ballotpedia.org/Michael_Beilstein
Jonathan Jenkins,Republican Party,Maryland,6,"July 19, 2022",['https://www.twitter.com/JenkinsCongress'],https://ballotpedia.org/Jonathan_Jenkins_(Maryland)
Alessandra Biaggi,Democratic Party,New York,17,"August 23, 2022",['https://www.twitter.com/Biaggi4NY'],https://ballotpedia.org/Alessandra_Biaggi
Meg Gorman,Democratic Party,Tennessee,3,"November 8, 2022",['https://www.twitter.com/Meg4Congress'],https://ballotpedia.org/Meg_Gorman
Corey Gibson,Republican Party,Washington,4,"August 2, 2022",['https://www.twitter.com/CoreyGibson'],https://ballotpedia.org/Corey_Gibson
Jason Mariner,Republican Party,Florida,20,"January 11, 2022",['https://www.twitter.com/votemariner'],https://ballotpedia.org/Jason_Mariner
Thomas Casson,Libertarian Party,Alabama,3,"November 8, 2022",['https://www.twitter.com/thomascassonAL'],https://ballotpedia.org/Thomas_Casson
Flint Christensen,Republican Party,Idaho,2,"May 17, 2022",['https://www.twitter.com/fb_jailbreak'],https://ballotpedia.org/Flint_Christensen
John Villarreal Rigney,Democratic Party,Texas,15,"March 1, 2022",['https://www.twitter.com/RigneyTeam'],https://ballotpedia.org/John_Villarreal_Rigney
Marcus Molinaro,Republican Party,New York,19,"November 8, 2022","['https://www.twitter.com/RepMolinaroNY19', 'https://www.twitter.com/MarcMolinaroNY']",https://ballotpedia.org/Marcus_Molinaro
Fred Schneiderman,Republican Party,New Jersey,5,"June 7, 2022",['https://www.twitter.com/Fred4NJ5'],https://ballotpedia.org/Fred_Schneiderman
Maite Salazar,Democratic Party,Missouri,5,"August 2, 2022",[],https://ballotpedia.org/Maite_Salazar
Joseph O'Hara,Democratic Party,Georgia,2,"May 24, 2022",[],https://ballotpedia.org/Joseph_O'Hara
Roy Williams Jr.,Democratic Party,Texas,30,"March 1, 2022",['https://www.twitter.com/roywmsjr'],https://ballotpedia.org/Roy_Williams_Jr._(Texas)
Jeff Duncan,Republican Party,South Carolina,3,"November 8, 2022","['https://www.twitter.com/RepJeffDuncan', 'https://www.twitter.com/Duncan4Congress']",https://ballotpedia.org/Jeff_Duncan_(South_Carolina)
Grace Meng,Democratic Party,New York,6,"November 8, 2022","['https://www.twitter.com/RepGraceMeng', 'https://www.twitter.com/Grace4NY']",https://ballotpedia.org/Grace_Meng
Daniel Thibeault,Libertarian Party,Maryland,1,"November 8, 2022",[],https://ballotpedia.org/Daniel_Thibeault
Russell Prescott,Republican Party,New Hampshire,1,"September 13, 2022",[],https://ballotpedia.org/Russell_Prescott
Lucretia Free,Republican Party,Arizona,6,"August 2, 2022",[],https://ballotpedia.org/Lucretia_Free
Eric Earhart,Republican Party,North Carolina,3,"May 17, 2022",['https://www.twitter.com/EricJEarhart'],https://ballotpedia.org/Eric_Earhart
Lance Griffin,Republican Party,Maryland,2,"July 19, 2022",[],https://ballotpedia.org/Lance_Griffin
Shelley Fain,No Party Affiliation,Florida,20,"January 11, 2022",['https://www.twitter.com/shelley_fain'],https://ballotpedia.org/Shelley_Fain
Jeannine Lee Lake,Democratic Party,Indiana,5,"November 8, 2022",['https://www.twitter.com/lakeforcongress'],https://ballotpedia.org/Jeannine_Lee_Lake
Daniel Goldman,Democratic Party,New York,10,"November 8, 2022","['https://www.twitter.com/RepDanGoldman', 'https://www.twitter.com/danielsgoldman']",https://ballotpedia.org/Daniel_Goldman
Jimmy Leon,Republican Party,Texas,9,"November 8, 2022",[],https://ballotpedia.org/Jimmy_Leon
Gary Robinson,Republican Party,North Carolina,10,"May 17, 2022",[],https://ballotpedia.org/Gary_Robinson
Priscilla Golden,Democratic Party,Texas,23,"March 1, 2022",[],https://ballotpedia.org/Priscilla_Golden
Sarah Brakebill-Hacke,Democratic Party,Minnesota,1,"May 24, 2022",[],https://ballotpedia.org/Sarah_Brakebill-Hacke
Michael Lawler,Republican Party,New York,17,"November 8, 2022",['https://www.twitter.com/lawler4ny'],https://ballotpedia.org/Michael_Lawler_(New_York)
Ken Calvert,Republican Party,California,41,"November 8, 2022","['https://www.twitter.com/KenCalvert', 'https://www.twitter.com/TeamCalvert']",https://ballotpedia.org/Ken_Calvert
James Judge,Republican Party,Florida,14,"November 8, 2022",['https://www.twitter.com/jamespjudge'],https://ballotpedia.org/James_Judge
Timothy Hanifan,Democratic Party,Nevada,2,"June 14, 2022",['https://www.twitter.com/timhanifan'],https://ballotpedia.org/Timothy_Hanifan
Michael Rodriguez,Republican Party,Texas,35,"May 24, 2022",[],https://ballotpedia.org/Michael_Rodriguez_(Texas)
Darian Elizondo,Republican Party,California,2,"June 7, 2022",['https://www.twitter.com/DARIAN5'],https://ballotpedia.org/Darian_Elizondo
James Buford,Republican Party,Texas,6,"March 1, 2022",['https://www.twitter.com/jamesbu74790136'],https://ballotpedia.org/James_Buford
Christy McLaughlin,Republican Party,Florida,23,"August 23, 2022",['https://www.twitter.com/ChristyMarieMc'],https://ballotpedia.org/Christy_McLaughlin
Aisha Mills,Democratic Party,New York,18,"August 23, 2022",['https://www.twitter.com/AishaforNy18'],https://ballotpedia.org/Aisha_Mills
Danny Tarkanian,Republican Party,Nevada,2,"June 14, 2022",['https://www.twitter.com/DannyTarkanian'],https://ballotpedia.org/Danny_Tarkanian
Kyle Sinclair,Republican Party,Texas,20,"March 5, 2024",['https://www.twitter.com/sinclairkyle1'],https://ballotpedia.org/Kyle_Sinclair
Chris Porter,Republican Party,Idaho,2,"May 17, 2022",[],https://ballotpedia.org/Chris_Porter_(Idaho)
John Lamb,Libertarian Party,Montana,1,"November 8, 2022",[],https://ballotpedia.org/John_Lamb_(Montana)
Pablo Olivera,,New Jersey,8,"November 8, 2022",['https://www.twitter.com/Olivera4Congres'],https://ballotpedia.org/Pablo_Olivera
Moses Mugulusi,Democratic Party,New York,18,"August 23, 2022",['https://www.twitter.com/Mugulusi4Senate'],https://ballotpedia.org/Moses_Mugulusi
Martin Etwop,Republican Party,Texas,2,"March 1, 2022",[],https://ballotpedia.org/Martin_Etwop
Sandra Whitten,Republican Party,Texas,28,"May 24, 2022",['https://www.twitter.com/texas_sandra'],https://ballotpedia.org/Sandra_Whitten
Annie Black,Republican Party,Nevada,4,"June 14, 2022",['https://www.twitter.com/RealAnnieBlack'],https://ballotpedia.org/Annie_Black
Daniel Burton Jr.,Republican Party,Pennsylvania,4,"May 17, 2022",[],https://ballotpedia.org/Daniel_Burton_Jr.
Samantha Meadows,Democratic Party,Ohio,2,"November 8, 2022",['https://www.twitter.com/SMeadows4OH2'],https://ballotpedia.org/Samantha_Meadows
Michele Woodhouse,Republican Party,North Carolina,11,"May 17, 2022",['https://www.twitter.com/NC11_Woodhouse'],https://ballotpedia.org/Michele_Woodhouse
Caroline Avery,Independent,Pennsylvania,1,"November 8, 2022",[],https://ballotpedia.org/Caroline_Avery
Bobby DuBose,Democratic Party,Florida,20,"November 2, 2021",['https://www.twitter.com/DuBoseforFL'],https://ballotpedia.org/Bobby_DuBose
Tom Winter,Democratic Party,Montana,1,"June 7, 2022",['https://www.twitter.com/WinterForMT'],https://ballotpedia.org/Tom_Winter
Scott Sturgill,Republican Party,Florida,7,"August 23, 2022",['https://www.twitter.com/Scott_Sturgill'],https://ballotpedia.org/Scott_Sturgill
Mark Baker,Democratic Party,Georgia,13,"May 16, 2023",[],https://ballotpedia.org/Mark_Baker_(Georgia)
Lucie Lapointe Volotzky,Republican Party,California,32,"November 8, 2022",[],https://ballotpedia.org/Lucie_Lapointe_Volotzky
Elizabeth Caruso,Republican Party,Maine,2,"June 14, 2022",['https://www.twitter.com/lizformaine'],https://ballotpedia.org/Elizabeth_Caruso
Camille Lombardi-Olive,Republican Party,Missouri,7,"August 2, 2022",[],https://ballotpedia.org/Camille_Lombardi-Olive
Janet Folger Porter,Republican Party,Ohio,13,"May 3, 2022",[],https://ballotpedia.org/Janet_Folger_Porter
Bob Good,Republican Party,Virginia,5,"November 8, 2022","['https://www.twitter.com/RepBobGood', 'https://www.twitter.com/GoodForCongress']",https://ballotpedia.org/Bob_Good
Joseph Yetter,Democratic Party,Oregon,2,"November 8, 2022",['https://www.twitter.com/JoeForOregon'],https://ballotpedia.org/Joseph_Yetter
Jennifer Kiggans,Republican Party,Virginia,2,"November 8, 2022","['https://www.twitter.com/RepJenKiggans', 'https://www.twitter.com/JenKiggans']",https://ballotpedia.org/Jennifer_Kiggans
Ron Vogel,Republican Party,Pennsylvania,6,"May 17, 2022",['https://www.twitter.com/ForVogel'],https://ballotpedia.org/Ron_Vogel_(Pennsylvania)
Joseph LeBlanc,Libertarian Party,Texas,22,"November 8, 2022",['https://www.twitter.com/PieRatKing'],https://ballotpedia.org/Joseph_LeBlanc_(Texas)
Tiffany Bond,Independent,Maine,2,"November 8, 2022",['https://www.twitter.com/TiffanyBond'],https://ballotpedia.org/Tiffany_Bond
Paul Whitehead,Republican Party,Georgia,2,"May 24, 2022",['https://www.twitter.com/thatwhitehead'],https://ballotpedia.org/Paul_Whitehead
Nikki Budzinski,Democratic Party,Illinois,13,"November 8, 2022","['https://www.twitter.com/RepNikkiB', 'https://www.twitter.com/Nikki4Congress']",https://ballotpedia.org/Nikki_Budzinski
Debbie Dingell,Democratic Party,Michigan,6,"November 8, 2022","['https://www.twitter.com/RepDebDingell', 'https://www.twitter.com/debdingell']",https://ballotpedia.org/Debbie_Dingell
Chris Champion,Republican Party,California,37,"June 7, 2022",[],https://ballotpedia.org/Chris_Champion
Kevin McGovern,Republican Party,Florida,15,"August 23, 2022",['https://www.twitter.com/McGovern4FL'],https://ballotpedia.org/Kevin_McGovern
Edwin Rutsch,Democratic Party,California,8,"June 7, 2022",['https://www.twitter.com/EdwinRutsch'],https://ballotpedia.org/Edwin_Rutsch
Nicole Malliotakis,Republican Party,New York,11,"November 8, 2022","['https://www.twitter.com/RepMalliotakis', 'https://www.twitter.com/NMalliotakis']",https://ballotpedia.org/Nicole_Malliotakis
David N. Cicilline,Democratic Party,Rhode Island,1,"November 8, 2022","['https://www.twitter.com/RepCicilline', 'https://www.twitter.com/davidcicilline']",https://ballotpedia.org/David_Cicilline
Phil Gray,Libertarian Party,Texas,30,"November 8, 2022",[],https://ballotpedia.org/Phil_Gray
David Canepa,Democratic Party,California,15,"November 8, 2022",['https://www.twitter.com/davidcanepa'],https://ballotpedia.org/David_Canepa
Major Singh,Independent,California,14,"June 7, 2022",[],https://ballotpedia.org/Major_Singh
Jesse A. James,Independent,Washington,7,"August 2, 2022",['https://www.twitter.com/JesseAlexJames'],https://ballotpedia.org/Jesse_James_(Washington)
Darlene Cerezo Swaffar,Republican Party,Florida,23,"August 23, 2022","['https://www.twitter.com/swaffarcongress', 'https://www.twitter.com/themedicarelady']",https://ballotpedia.org/Darlene_Cerezo_Swaffar
Jason Kishineff,Independent,California,4,"June 7, 2022",['https://www.twitter.com/kishineff'],https://ballotpedia.org/Jason_Kishineff
Tyler Lee,Republican Party,North Carolina,12,"November 8, 2022",['https://www.twitter.com/votetylerlee'],https://ballotpedia.org/Tyler_Lee
Joel Beck,Republican Party,Nevada,2,"June 14, 2022",['https://www.twitter.com/JBeck4Congress'],https://ballotpedia.org/Joel_Beck
Melanie D'Arrigo,Working Families Party,New_York,3,"November 8, 2022",['https://www.twitter.com/darrigomelanie'],https://ballotpedia.org/Melanie_D'Arrigo
Bob Burns,Republican Party,New Hampshire,2,"November 8, 2022",['https://www.twitter.com/BurnsForNH'],https://ballotpedia.org/Bob_Burns_(New_Hampshire)
James Peters,Democratic Party,California,14,"June 7, 2022",['https://www.twitter.com/Peters2022ffof'],https://ballotpedia.org/James_Peters_(California)
Steve Kuehl,Republican Party,Nebraska,2,"May 10, 2022",['https://www.twitter.com/Repstevekuehl'],https://ballotpedia.org/Steve_Kuehl
Carlina Rivera,Democratic Party,New York,10,"November 2, 2021","['https://www.twitter.com/CMCarlinaRivera', 'https://www.twitter.com/carlinarivera']",https://ballotpedia.org/Carlina_Rivera
Stanford Johnson,Republican Party,Mississippi,2,"June 7, 2022",[],https://ballotpedia.org/Stanford_Johnson
Chris Butler,Democratic Party,Illinois,1,"June 28, 2022",['https://www.twitter.com/ButlerForIL1'],https://ballotpedia.org/Chris_Butler
John Howe,Alaskan Independence Party,Alaska,,"August 16, 2022",[],https://ballotpedia.org/John_Howe_(Alaska)
Brad Pfaff,Democratic Party,Wisconsin,3,"November 3, 2020","['https://www.twitter.com/SenBradPfaff', 'https://www.twitter.com/pfaff4congress']",https://ballotpedia.org/Brad_Pfaff
Robert Lewis,Republican Party,Colorado,4,"June 28, 2022",[],https://ballotpedia.org/Robert_Lewis_(Colorado_congressional_candidate)
Andy Barr,Republican Party,Kentucky,6,"November 8, 2022","['https://www.twitter.com/RepAndyBarr', 'https://www.twitter.com/barrforcongress']",https://ballotpedia.org/Andy_Barr
Matt Brock,Republican Party,California,4,"November 8, 2022",[],https://ballotpedia.org/Matt_Brock
Thuy Lowe,Republican Party,Florida,10,"August 23, 2022",['https://www.twitter.com/thuy_lowe'],https://ballotpedia.org/Thuy_Lowe
Frank Mrvan,Democratic Party,Indiana,1,"November 8, 2022","['https://www.twitter.com/RepMrvan', 'https://www.twitter.com/mrvan4congress', 'https://www.twitter.com/Fjmrvan']",https://ballotpedia.org/Frank_Mrvan_(Indiana_congressional_member)
Douglas Mullenix,Republican Party,Wisconsin,6,"August 9, 2022",['https://www.twitter.com/douglasforwi'],https://ballotpedia.org/Douglas_Mullenix
Ted Rusk,Libertarian Party,Indiana,7,"March 5, 2022",[],https://ballotpedia.org/Ted_Rusk_(Indiana)
Charles E. Davis,Republican Party,Florida,6,"August 23, 2022",[],https://ballotpedia.org/Charles_Davis_(Florida)
Teddy Fikre,Independent,Virginia,8,"November 8, 2022",['https://www.twitter.com/teddy_fikre'],https://ballotpedia.org/Teddy_Fikre
Chris Stewart,Republican Party,Utah,2,"November 8, 2022","['https://www.twitter.com/repchrisstewart', 'https://www.twitter.com/StewartforUtah']",https://ballotpedia.org/Chris_Stewart_(Utah)
Leigha Garner-Lopez,Republican Party,Florida,5,"August 23, 2022",['https://www.twitter.com/RealLunaLopez'],https://ballotpedia.org/Leigha_Garner-Lopez
Anthony Figliola,Republican Party,New York,1,"August 23, 2022",['https://www.twitter.com/afigliola1'],https://ballotpedia.org/Anthony_Figliola
Duke Buckner,Republican Party,South Carolina,6,"November 8, 2022",[],https://ballotpedia.org/Duke_Buckner
Tannya Benavides,Democratic Party,Texas,28,"March 1, 2022","['https://www.twitter.com/TannyaForTexas', 'https://www.twitter.com/tannyabenavides']",https://ballotpedia.org/Tannya_Benavides
Charity Barry,Republican Party,Wisconsin,2,"August 9, 2022",['https://www.twitter.com/BarryCongress'],https://ballotpedia.org/Charity_Barry
Amal Torres,Republican Party,Maryland,3,"July 19, 2022",['https://www.twitter.com/Amal4Congress'],https://ballotpedia.org/Amal_Torres
Mike Milligan,Democratic Party,Alaska,,"August 16, 2022",[],https://ballotpedia.org/Mike_Milligan
Greg Stanton,Democratic Party,Arizona,4,"November 8, 2022","['https://www.twitter.com/RepGregStanton', 'https://www.twitter.com/gregstantonaz']",https://ballotpedia.org/Greg_Stanton
Gus Mattammal,Republican Party,California,15,"June 7, 2022",['https://www.twitter.com/TheOneTrueGus'],https://ballotpedia.org/Gus_Mattammal
Erik Olsen,Republican Party,Wisconsin,2,"November 8, 2022",[],https://ballotpedia.org/Erik_Olsen
Emin Eddie Egriu,Democratic Party,New York,26,"June 27, 2023",[],https://ballotpedia.org/Emin_Eddie_Egriu
Delina DiSanto,Democratic Party,Arizona,1,"August 2, 2022",['https://www.twitter.com/delina4az'],https://ballotpedia.org/Delina_DiSanto
Russell Roberts,Republican Party,Florida,7,"August 23, 2022",['https://www.twitter.com/rustyrobertsfl'],https://ballotpedia.org/Russell_Roberts_(Florida)
Margarita Maria Carranza,Republican Party,California,29,"June 7, 2022",[],https://ballotpedia.org/Margarita_Maria_Carranza
Pete Stauber,Republican Party,Minnesota,8,"November 8, 2022","['https://www.twitter.com/RepPeteStauber', 'https://www.twitter.com/PeteStauber']",https://ballotpedia.org/Pete_Stauber
Alex Bryant,Republican Party,Missouri,7,"August 2, 2022",['https://www.twitter.com/BryantCongress'],https://ballotpedia.org/Alex_Bryant
James Francis Gibson,Republican Party,California,25,"June 7, 2022",[],https://ballotpedia.org/James_Francis_Gibson
Jennifer Raybon,Republican Party,Florida,18,"August 23, 2022",[],https://ballotpedia.org/Jennifer_Raybon
Charlotte Bergmann,Republican Party,Tennessee,9,"November 8, 2022",['https://www.twitter.com/ElectBergmann'],https://ballotpedia.org/Charlotte_Bergmann
Karina Lipsman,Republican Party,Virginia,8,"November 8, 2022",['https://www.twitter.com/KarinaCongress'],https://ballotpedia.org/Karina_Lipsman
Wade Burleson,Republican Party,Oklahoma,3,"June 28, 2022",['https://www.twitter.com/Burleson4USRep'],https://ballotpedia.org/Wade_Burleson
James Hooper,Republican Party,Michigan,12,"August 2, 2022",['https://www.twitter.com/WeRAmericans1st'],https://ballotpedia.org/James_Hooper
John P. Flora,Republican Party,New Jersey,7,"June 7, 2022",[],https://ballotpedia.org/John_P._Flora
Tannis Villanova,Republican Party,Maryland,5,"July 19, 2022",[],https://ballotpedia.org/Tannis_Villanova
