,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
205,H0MA04192,"AUCHINCLOSS, JAKE",MA,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jake  auchincloss,https://ballotpedia.org/Jake_Auchincloss,A000148,JakeAuch,4870048156,,,
206,H2MD06286,"AUGUST, DAVID",MD,6,INDEPENDENT,House,Challenger,N,Other,david  august,,,,,,,
208,H2KY01085,"AUSBROOKS, JIMMY CLIFTON",KY,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jimmy  ausbrooks,https://ballotpedia.org/Jimmy_Ausbrooks,,jimmy4ky,1416447304584814593,,,
209,H2WI07123,"AUSMAN, RICHARD",WI,7,DEMOCRATIC PARTY,House,Challenger,P,Democrat,richard  ausman,https://ballotpedia.org/Richard_Ausman,,,,,,
210,H2NC06080,"AUSTIN, GERALD DARRYLL",NC,6,REPUBLICAN PARTY,House,Challenger,N,Republican,gerald  austin,https://ballotpedia.org/Gerry_Austin,,ElectAustin,1420490873356357638,,,
212,H2MT02175,"AUSTIN, KYLE RAY",MT,2,REPUBLICAN PARTY,House,Challenger,N,Republican,kyle  austin,https://ballotpedia.org/Kyle_Austin_(Montana),,,,,,
213,H2CA26174,"AUSTIN, PETER DUMOND",CA,26,INDEPENDENT,House,Challenger,N,Other,peter  austin,,,,,,,
214,H2CA39169,"AUZENNE, ORAY",CA,39,DEMOCRATIC PARTY,House,Challenger,N,Democrat,oray  auzenne,,,,,,,
215,H2PA01123,"AVERY, CAROLINE",PA,1,LIBERTARIAN PARTY,House,Challenger,P,Other,caroline  avery,https://ballotpedia.org/Caroline_Avery,,,,,,
216,H2MS01130,"AVERY, HUNTER KYLE MR.",MS,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,hunter  avery,https://ballotpedia.org/Hunter_Avery,,HunterKyleAver1,1208502210671398914,,,
218,H2CO05224,"AVION, ORLONDO",CO,5,DEMOCRATIC PARTY,House,Challenger,N,Democrat,orlondo  avion,,,,,,,
219,H8TN09122,"AWGOWHAT, LEO",TN,9,REPUBLICAN PARTY,House,Challenger,N,Republican,leo  awgowhat,https://ballotpedia.org/Leo_Awgowhat,,awgowhat,412808827,,,
222,H2OH14106,"AWTREY, PATRICK EUGENE MR.",OH,14,REPUBLICAN PARTY,House,Challenger,P,Republican,patrick  awtrey,https://ballotpedia.org/Patrick_Awtrey,,patrickawtrey,1450498848040763392,No tweets found.,,
224,H8IA03124,"AXNE, CINDY",IA,3,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,cindy  axne,https://ballotpedia.org/Cindy_Axne,A000378,Axne4Congress,867495243482058755,,,
225,H2FL10192,"AYALA, ARAMIS",FL,10,DEMOCRATIC PARTY,House,Open seat,C,Democrat,aramis  ayala,,,,,,,
226,H8VA10189,"AYYAS, SHADI",VA,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,shadi  ayyas,,,,,,,
228,H0VA02167,"BAAN, ANDY",VA,2,REPUBLICAN PARTY,House,Challenger,C,Republican,andy  baan,https://ballotpedia.org/Andy_Baan,,andybaan,198117125,,,
229,H2VA11248,"BABB, JOSEPH RAY",VA,11,REPUBLICAN PARTY,House,Challenger,C,Republican,joseph  babb,https://ballotpedia.org/Joe_Babb,,babbforcongress,,No tweets found.,Name not found.,
231,H0GA07307,"BABBAGE, LISA NOEL DR.",GA,7,REPUBLICAN PARTY,House,Challenger,P,Republican,lisa  babbage,https://ballotpedia.org/Lisa_Babbage,,LisaNoelBabbage,319413563,,,
233,H2NV02601,"BABER, DARRYL",NV,2,LIBERTARIAN PARTY,House,Challenger,N,Other,darryl  baber,,,,,,,
234,H6TX02079,"BABIN, BRIAN",TX,36,REPUBLICAN PARTY,House,Incumbent,C,Republican,brian  babin,https://ballotpedia.org/Brian_Babin,B001291,RepBrianBabin,2929491549,,,
236,H6TX02079,"BABIN, BRIAN",TX,36,REPUBLICAN PARTY,House,Incumbent,C,Republican,brian  babin,https://ballotpedia.org/Brian_Babin,B001291,babin4congress,2249022318,No tweets found.,,
237,H6NE02125,"BACON, DONALD J",NE,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,donald  bacon,https://ballotpedia.org/Don_Bacon,B001298,DonJBacon,3109108467,,,
238,H6NE02125,"BACON, DONALD J",NE,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,donald  bacon,https://ballotpedia.org/Don_Bacon,B001298,repdonbacon,818975124460335106,No tweets found.,,
240,H2NJ02060,"BACON, ROGER",NJ,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,roger  bacon,https://ballotpedia.org/Roger_Bacon,,,,,,
241,H2OH05047,"BADDAR, YOUSEFF MILAD",OH,9,INDEPENDENT,House,Challenger,P,Other,youseff  baddar,,,,,,,
243,H2UT01268,"BADGER, ANDREW",UT,1,REPUBLICAN PARTY,House,Challenger,P,Republican,andrew  badger,https://ballotpedia.org/Andrew_Badger,,BadgerforUtah,,No tweets found.,Name not found.,
244,H0LA05088,"BADGER, JOHN ROBERT",LA,5,INDEPENDENT,House,Challenger,N,Other,john  badger,,,,,,,
245,H2MN04169,"BADHASSO, AMANE",MN,4,DEMOCRATIC-FARMER-LABOR,House,Challenger,P,Other,amane  badhasso,,,,,,,
247,H2RI02218,"BAH, OMAR",RI,2,DEMOCRATIC PARTY,House,Open seat,P,Democrat,omar  bah,https://ballotpedia.org/Omar_Bah,,Bah_Omar,421660998,No tweets found.,,
248,H2NY23111,"BAHAR, HUGH",NY,23,REPUBLICAN PARTY,House,Open seat,N,Republican,hugh  bahar,,,,,,,
249,H2IN09324,"BAILEY, JACOB",IN,9,WRITE-IN,House,Challenger,N,Other,jacob  bailey,,,,,,,
250,H2TX05238,"BAILEY, KATHLEEN CORDELIA",TX,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,kathleen  bailey,https://ballotpedia.org/Kathleen_Bailey,,KCBailey2022,,No tweets found.,Name not found.,
252,H2CA52154,"BAILEY, RICHARD",CA,52,REPUBLICAN PARTY,House,Challenger,P,Republican,richard  bailey,,,,,,,
253,H2CO01207,"BAILEY, SCOTT CHRISTIAN MR.",CO,1,CONSERVATIVE PARTY,House,Challenger,N,Other,scott  bailey,,,,,,,
254,H2SC07181,"BAILEY, WILLIAM",SC,7,REPUBLICAN PARTY,House,Challenger,N,Republican,william  bailey,,,,,,,
256,H8IN04199,"BAIRD, JAMES R DR.",IN,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  baird,https://ballotpedia.org/James_Baird,B001307,ElectJimBaird,,No tweets found.,Name not found.,
257,H8IN04199,"BAIRD, JAMES R DR.",IN,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  baird,https://ballotpedia.org/James_Baird,B001307,RepJimBaird,1086316494450032640,,,
259,H2IN01214,"BAKER, JIM",IN,9,REPUBLICAN PARTY,House,Open seat,C,Republican,jim  baker,https://ballotpedia.org/Jim_Baker_(Indiana),,jimbakercre,1606634011,,,
260,H2GA13087,"BAKER, MARK",GA,13,DEMOCRATIC PARTY,House,Challenger,P,Democrat,mark  baker,https://ballotpedia.org/Mark_Baker_(Georgia),,,,,,
261,H0TN01191,"BAKER, RICHARD",TN,1,INDEPENDENT,House,Challenger,N,Other,richard  baker,https://ballotpedia.org/Richard_Baker_(Tennessee),,,,,,
262,H2GA14127,"BAKER, RONALD D MR SR",GA,14,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ronald  baker,,,,,,,
263,H2CA48111,"BALASINSKI, KRZYSZTOF CHRIS",CA,48,INDEPENDENT,House,Challenger,N,Other,krzysztof  balasinski,,,,,,,
264,H2FL18096,"BALDERRAMOS ROBINSON, CORINNA",FL,21,DEMOCRATIC PARTY,House,Challenger,P,Democrat,corinna  robinson,https://ballotpedia.org/Corinna_Robinson,,CorinnaRobinson,258046252,,,
267,H8OH12180,"BALDERSON, WILLIAM TROY",OH,12,REPUBLICAN PARTY,House,Incumbent,C,Republican,william  balderson,,B001306,Troy_Balderson,603083228,,,
269,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,BeccaBalintVT,1210894642465501184,,,
270,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,beccabalintvt,1210894642465501184,No tweets found.,,
271,H2VT01076,"BALINT, REBECCA 'BECCA'",VT,0,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,rebecca  balint,https://ballotpedia.org/Becca_Balint,B001318,RepBeccaB,1606115178210365448,,,
272,H2MT01094,"BALLARD, JACK",MT,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jack  ballard,,,,,,,
273,H2VA11263,"BANKS, BARBARA",VA,11,REPUBLICAN PARTY,House,Challenger,N,Republican,barbara  banks,https://ballotpedia.org/Barbara_Banks_(Virginia),,,,,,
274,H6IN03229,"BANKS, JAMES E HON.",IN,3,REPUBLICAN PARTY,House,Incumbent,N,Republican,james  banks,https://ballotpedia.org/Jim_Banks_(Indiana),B001299,Jim_Banks,14836282,,,
275,H6IN03229,"BANKS, JAMES E HON.",IN,3,REPUBLICAN PARTY,House,Incumbent,N,Republican,james  banks,https://ballotpedia.org/Jim_Banks_(Indiana),B001299,RepJimBanks,816131319033950208,,,
277,H2OK05177,"BANKS, SUBRINA",OK,5,REPUBLICAN PARTY,House,Challenger,C,Republican,subrina  banks,https://ballotpedia.org/Subrina_Banks,,subrinaBanks,1514723940857434114,,,
278,H2ID01168,"BANNER, MICHAEL DOUGLAS MR.",ID,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,michael  banner,,,,,,,
279,H0IL11128,"BANSAL, KRISHNA K",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,krishna  bansal,,,,,,,
281,H0FL19106,"BANYAI, CINDY LYN",FL,19,DEMOCRATIC PARTY,House,Challenger,P,Democrat,cindy  banyai,https://ballotpedia.org/Cindy_Banyai,,Cindy_Banyai_FL,1127391888523300865,,,
283,H0OR01152,"BARAJAS, RICARDO",OR,6,DEMOCRATIC PARTY,House,Open seat,N,Democrat,ricardo  barajas,https://ballotpedia.org/Ricky_Barajas,,RIckyBarajas4OR,944147084697001984,No tweets found.,,
284,H2MA02093,"BARASSI, NICHOLAS",MA,2,REPUBLICAN PARTY,House,Challenger,N,Republican,nicholas  barassi,,,,,,,
285,H2NC04168,"BARBOUR, DEVAN IV",NC,13,REPUBLICAN PARTY,House,Challenger,C,Republican,devan  barbour,,,,,,,
286,H2MO05378,"BARHAM, JERRY",MO,5,REPUBLICAN PARTY,House,Challenger,P,Republican,jerry  barham,https://ballotpedia.org/Jerry_Barham,,,,,,
288,H2OK02281,"BARKER, GUY STUART",OK,2,REPUBLICAN PARTY,House,Open seat,P,Republican,guy  barker,https://ballotpedia.org/Guy_Barker,,GuySBarker,1515152125063581701,,,
290,H2NJ03266,"BARKER, JOHN",NJ,2,REPUBLICAN PARTY,House,Challenger,N,Republican,john  barker,https://ballotpedia.org/John_Barker_(New_Jersey),,Donate2Barker,,No tweets found.,Name not found.,
292,H2CA00096,"BARKLEY, MICHAEL JAMES MR.",CA,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,michael  barkley,https://ballotpedia.org/Mike_Barkley,,mjbarkl,229020620,,,
293,H2WI01134,"BARMAN, CHARLES E.",WI,1,OTHER,House,Challenger,N,Other,charles  barman,,,,,,,
294,H2FL09210,"BARNARD, ALYCIA",FL,9,REPUBLICAN PARTY,House,Challenger,N,Republican,alycia  barnard,,,,,,,
296,H2IN09258,"BARNES-ISRAEL, STU",IN,9,REPUBLICAN PARTY,House,Open seat,P,Republican,stu  barnesisrael,https://ballotpedia.org/Stu_Barnes-Israel,,stuforindiana,1483380858908286976,,,
298,H0AZ07082,"BARNETT, JOSH",AZ,1,REPUBLICAN PARTY,House,Challenger,P,Republican,josh  barnett,https://ballotpedia.org/Josh_Barnett,,BarnettforAZ,1117898546055761920,,,
299,H8TX03081,"BARONE, ROGER RICHARD MR.",TX,3,REPUBLICAN PARTY,House,Open seat,N,Republican,roger  barone,,,,,,,
300,H2CA50182,"BAROSAY, MARI MS",CA,50,DEMOCRATIC PARTY,House,Challenger,N,Democrat,mari  barosay,,,,,,,
301,H0KY06104,"BARR, GARLAND ANDY",KY,6,REPUBLICAN PARTY,House,Incumbent,C,Republican,garland  barr,https://ballotpedia.org/Andy_Barr,B001282,barrforcongress,115186195,,,
302,H0KY06104,"BARR, GARLAND ANDY",KY,6,REPUBLICAN PARTY,House,Incumbent,C,Republican,garland  barr,https://ballotpedia.org/Andy_Barr,B001282,RepAndyBarr,1089334250,,,
303,H2GA10166,"BARR, TIMOTHY",GA,10,REPUBLICAN PARTY,House,Open seat,P,Republican,timothy  barr,https://ballotpedia.org/Timothy_Barr,,patriotbarr,,No tweets found.,Name not found.,
306,H6CA44103,"BARRAGAN, NANETTE",CA,44,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,nanette  barragan,,B001300,Nanette4CA,303633791,,,
307,H2MI07123,"BARRETT, THOMAS MORE",MI,7,REPUBLICAN PARTY,House,Challenger,P,Republican,thomas  barrett,https://ballotpedia.org/Tom_Barrett_(Michigan),,barrettbrigade1,1459495909079801860,,,
309,H2KY03198,"BARRIOS MORENO, DARIEN D",KY,3,REPUBLICAN PARTY,House,Open seat,N,Republican,darien  moreno,https://ballotpedia.org/Darien_Barrios_Moreno,,Darien4congress,1172296373128941568,,,
311,H2WI02173,"BARRY, CHARITY",WI,2,REPUBLICAN PARTY,House,Challenger,P,Republican,charity  barry,https://ballotpedia.org/Charity_Barry,,BarryCongress,1441214742912114701,,,
313,H2NY01232,"BARSKY, DAVID DR.",NY,1,DEMOCRATIC PARTY,House,Open seat,N,Democrat,david  barsky,,,,,,,
314,H2CA49267,"BARTLETT, LISA",CA,49,REPUBLICAN PARTY,House,Challenger,P,Republican,lisa  bartlett,,,,,,,
316,H2SC07298,"BARTON, GARRETT DR.",SC,7,REPUBLICAN PARTY,House,Challenger,P,Republican,garrett  barton,https://ballotpedia.org/Garrett_Barton,,GarrettBartonSC,,No tweets found.,Name not found.,
317,H2PA31013,"BARUCH, SILVESTER MR",PA,31,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,silvester  baruch,,,,,,,
318,H2VA07147,"BARVE, GARY",VA,7,REPUBLICAN PARTY,House,Challenger,C,Republican,gary  barve,,,,,,,
319,H2PA02170,"BASHIR, HAROON",PA,2,REPUBLICAN PARTY,House,Challenger,N,Republican,haroon  bashir,https://ballotpedia.org/Aaron_Bashir,,,,,,
321,H4WA09061,"BASLER, DOUGLAS MICHAEL",WA,9,REPUBLICAN PARTY,House,Challenger,P,Republican,douglas  basler,https://ballotpedia.org/Doug_Basler,,dougbasler,32802230,,,
322,H0CA33117,"BASS, KAREN",CA,37,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,karen  bass,,B001270,KarenBassLA,113494390,,,
323,H0CA33117,"BASS, KAREN",CA,37,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,karen  bass,,B001270,RepKarenBass,239949176,,,
326,H2TN05396,"BATCHELOR, GENI MRS.",TN,5,REPUBLICAN PARTY,House,Open seat,P,Republican,geni  batchelor,https://ballotpedia.org/Geni_Batchelor,,GeniBatchelor,1515003828155912197,No tweets found.,,
327,H2NC11239,"BATCHELOR, JAMES ERIC",NC,11,REPUBLICAN PARTY,House,Challenger,C,Republican,james  batchelor,,,,,,,
329,H2TX08190,"BATES, BETSY",TX,8,REPUBLICAN PARTY,House,Open seat,N,Republican,betsy  bates,https://ballotpedia.org/Betsy_Bates_(Texas),,MAGABetsy,,No tweets found.,Name not found.,
330,H2CA36470,"BATTERSBY, MITCHELL A",CA,36,DEMOCRATIC PARTY,House,Challenger,N,Democrat,mitchell  battersby,,,,,,,
332,H2CA47196,"BAUGH, SCOTT",CA,47,REPUBLICAN PARTY,House,Challenger,N,Republican,scott  baugh,https://ballotpedia.org/Scott_Baugh,,ScottRBaugh,976180552016396288,,,
334,H2NH01262,"BAXTER, TIM",NH,1,REPUBLICAN PARTY,House,Challenger,P,Republican,tim  baxter,https://ballotpedia.org/Tim_Baxter,,TimBaxterNH,1400236234149183490,,,
336,H2CA14188,"BEACH, EMILY",CA,15,DEMOCRATIC PARTY,House,Open seat,C,Democrat,emily  beach,https://ballotpedia.org/Emily_Beach,,EmilyBeach650,968562897767907328,,,
338,H2NC11155,"BEACH-FERRARA, JASMINE",NC,11,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jasmine  beachferrara,https://ballotpedia.org/Jasmine_Beach-Ferrara,,JBeachFerrara,953899742,,,
339,H4IN04032,"BEACHY, PHILLIP D",IN,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,phillip  beachy,,,,,,,
340,H2AK00440,"BEAL, BRIAN T.",AK,0,,House,Open seat,N,Other,brian  beal,https://ballotpedia.org/Brian_Beal,,,,,,
341,H2FL04211,"BEAN, AARON P.",FL,4,REPUBLICAN PARTY,House,Incumbent,N,Republican,aaron  bean,https://ballotpedia.org/Aaron_Bean,B001314,RepAaronBean,1604927550081359875,,,
342,H2FL04211,"BEAN, AARON P.",FL,4,REPUBLICAN PARTY,House,Incumbent,N,Republican,aaron  bean,https://ballotpedia.org/Aaron_Bean,B001314,AaronPBean,24317646,,,
344,H2KS01079,"BEARD, JAMES KENNETH",KS,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,james  beard,https://ballotpedia.org/James_Beard_(Kansas),,,,,,
346,H2MD03226,"BEARDSLEY, BENJAMIN RYAN",MD,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,benjamin  beardsley,https://ballotpedia.org/Ben_Beardsley,,ben4congress26,,No tweets found.,Name not found.,
348,H2VA10141,"BEATTY, JOHN",VA,10,REPUBLICAN PARTY,House,Challenger,C,Republican,john  beatty,https://ballotpedia.org/John_Henley,,JohnHenleyVA,1480179445038292992,No tweets found.,,
349,H2OH03125,"BEATTY, JOYCE",OH,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,joyce  beatty,https://ballotpedia.org/Joyce_Beatty,B001281,JoyceBeatty,582070020,,,
350,H2OH03125,"BEATTY, JOYCE",OH,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,joyce  beatty,https://ballotpedia.org/Joyce_Beatty,B001281,RepBeatty,1531521632,,,
351,H2TX37066,"BEAUBOUEF, RICHARD QUINTON",TX,37,DEMOCRATIC PARTY,House,Open seat,N,Democrat,richard  beaubouef,,,,,,,
353,H8NV02137,"BECK, JOEL",NV,2,REPUBLICAN PARTY,House,Challenger,N,Republican,joel  beck,https://ballotpedia.org/Joel_Beck,,JBeck4Congress,990718044170326016,,,
354,H2AK00457,"BECK, TIM",AK,0,,House,Open seat,N,Other,tim  beck,https://ballotpedia.org/Tim_Beck_(Alaska),,,,,,
356,H2NV03161,"BECKER, APRIL",NV,3,REPUBLICAN PARTY,House,Challenger,P,Republican,april  becker,https://ballotpedia.org/April_Becker,,voteaprilbecker,4776663858,No tweets found.,,
357,H2TX24155,"BECKLEY, MICHELLE",TX,24,DEMOCRATIC PARTY,House,Challenger,P,Democrat,michelle  beckley,,,,,,,
358,H2VA10273,"BECKWITH, DAVID",VA,10,REPUBLICAN PARTY,House,Challenger,C,Republican,david  beckwith,https://ballotpedia.org/Dave_Beckwith,,daveb4congress,1492700566006468608,No tweets found.,,
360,H2AK01083,"BEGICH, NICHOLAS III",AK,0,REPUBLICAN PARTY,House,Challenger,P,Republican,nicholas  begich,https://ballotpedia.org/Nicholas_Begich,,NicholasBegich,75413121,,,
362,H2TN05479,"BEIERLEIN, JEFF",TN,5,REPUBLICAN PARTY,House,Open seat,P,Republican,jeff  beierlein,https://ballotpedia.org/Jeff_Beierlein,,,,,,
363,H8OR04134,"BEILSTEIN, MICHAEL ALLAN",OR,4,PACIFIC GREEN,House,Challenger,N,Other,michael  beilstein,https://ballotpedia.org/Michael_Beilstein,,,,,,
364,H2WY29017,"BELINSKEY, ROBYN MARIWE",WY,0,REPUBLICAN PARTY,House,Challenger,N,Republican,robyn  belinskey,https://ballotpedia.org/Robyn_Belinskey,,,,,,
365,H2AL03107,"BELL, DOUGLAS A.",AL,3,INDEPENDENT,House,Challenger,P,Other,douglas  bell,https://ballotpedia.org/Douglas_Bell,,,,,,
366,H0VA02175,"BELL, JAROME",VA,2,REPUBLICAN PARTY,House,Challenger,P,Republican,jarome  bell,https://ballotpedia.org/Jarome_Bell,,JaromeBellVA2,1511854885310021644,No tweets found.,,
368,H2FL06208,"BELL, MATT",FL,6,DEMOCRATIC PARTY,House,Challenger,N,Democrat,matt  bell,,,,,,,
369,H2MI13386,"BELLE, ANITA EILEEN",MI,13,,House,Challenger,N,Other,anita  belle,,,,,,,
370,H2CA25192,"BELLINGHAM, CHRIS",CA,25,DEMOCRATIC PARTY,House,Challenger,N,Democrat,chris  bellingham,,,,,,,
371,H2PA28019,"BELMONT, MARTHA MRS",PA,28,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,martha  belmont,,,,,,,
372,H2MD05544,"BELSON, ELAINE SARAH",MD,5,DEMOCRATIC PARTY,House,Challenger,N,Democrat,elaine  belson,,,,,,,
373,H2CA42247,"BELTRAN, JOAQUIN",CA,42,DEMOCRATIC PARTY,House,Challenger,P,Democrat,joaquin  beltran,,,,,,,
374,H2LA06041,"BELZER, BRIAN T",LA,6,REPUBLICAN PARTY,House,Challenger,N,Republican,brian  belzer,https://ballotpedia.org/Brian_Belzer,,BelzerForChange,1520151589180383235,,,
376,H2NY13146,"BEN-AVI, TYRRELL LEV",NY,13,INDEPENDENT,House,Challenger,N,Other,tyrrell  benavi,,,,,,,
377,H2TX28081,"BENAVIDES, TANNYA",TX,28,DEMOCRATIC PARTY,House,Challenger,P,Democrat,tannya  benavides,https://ballotpedia.org/Tannya_Benavides,,tannyabenavides,177111428,No tweets found.,,
378,H2TX28081,"BENAVIDES, TANNYA",TX,28,DEMOCRATIC PARTY,House,Challenger,P,Democrat,tannya  benavides,https://ballotpedia.org/Tannya_Benavides,,TannyaForTexas,1400872906117332997,No tweets found.,,
380,H2MN01181,"BENDA, MATTHEW L.",MN,1,REPUBLICAN PARTY,House,Open seat,C,Republican,matthew  benda,https://ballotpedia.org/Matt_Benda,,,,,,
381,H2FL07180,"BENFIELD, ERIKA",FL,7,REPUBLICAN PARTY,House,Open seat,P,Republican,erika  benfield,https://ballotpedia.org/Erika_Benfield,,FLQINTDESIGN,53830185,,,
383,H2FL07180,"BENFIELD, ERIKA",FL,7,REPUBLICAN PARTY,House,Open seat,P,Republican,erika  benfield,https://ballotpedia.org/Erika_Benfield,,Erika_Benfield,1414965386886406148,,,
384,H2OH10260,"BENJAMIN, KIRK ALAN",OH,10,DEMOCRATIC PARTY,House,Challenger,N,Democrat,kirk  benjamin,https://ballotpedia.org/Kirk_Benjamin,,,,,,
386,H0VA04064,"BENJAMIN, LEON MR. SR.",VA,4,REPUBLICAN PARTY,House,Open seat,C,Republican,leon  benjamin,https://ballotpedia.org/Leon_Benjamin_Sr.,,LeonBenjamin,15759182,,,
387,H0VA04064,"BENJAMIN, LEON MR. SR.",VA,4,REPUBLICAN PARTY,House,Open seat,C,Republican,leon  benjamin,https://ballotpedia.org/Leon_Benjamin_Sr.,,Leon4Congress,1239733382554300421,,,
388,H2SC04162,"BENNETT, JUSTIN ALEXANDER MR.",SC,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,justin  bennett,,,,,,,
389,H0NC11191,"BENNETT, LYNDA",NC,11,REPUBLICAN PARTY,House,Challenger,N,Republican,lynda  bennett,,,,,,,
390,H2TN04290,"BENSON, CLYDE",TN,4,REPUBLICAN PARTY,House,Challenger,N,Republican,clyde  benson,,,,,,,
391,H2IN06296,"BENSON, ERIK",IN,6,REPUBLICAN PARTY,House,Challenger,N,Republican,erik  benson,,,,,,,
392,H2NC13201,"BENTLEY, KAREN W",NC,13,REPUBLICAN PARTY,House,Open seat,P,Republican,karen  bentley,,,,,,,
393,H0OR02127,"BENTZ, CLIFF",OR,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,cliff  bentz,https://ballotpedia.org/Cliff_Bentz,B000668,RepBentz,1345788865911656454,,,
395,H0OR02127,"BENTZ, CLIFF",OR,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,cliff  bentz,https://ballotpedia.org/Cliff_Bentz,B000668,CliffBentz,1216104257989963776,,,
396,H0CA03078,"BERA, AMERISH",CA,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,amerish  bera,https://ballotpedia.org/Ami_Bera,B001287,RepBera,950783972,,,
397,H0CA03078,"BERA, AMERISH",CA,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,amerish  bera,https://ballotpedia.org/Ami_Bera,B001287,BeraForCongress,43986986,,,
398,H2NY18095,"BEREAN, MICHAEL FRANCIS",NY,18,DEMOCRATIC PARTY,House,Challenger,N,Democrat,michael  berean,,,,,,,
399,H2TX22167,"BERG, MATTHEW RICHARD MR.",TX,22,DEMOCRATIC PARTY,House,Challenger,P,Democrat,matthew  berg,,,,,,,
400,H6MI01226,"BERGMAN, JOHN",MI,1,REPUBLICAN PARTY,House,Incumbent,N,Republican,john  bergman,https://ballotpedia.org/Jack_Bergman,B001301,RepJackBergman,815241612154417152,,,
401,H6MI01226,"BERGMAN, JOHN",MI,1,REPUBLICAN PARTY,House,Incumbent,N,Republican,john  bergman,https://ballotpedia.org/Jack_Bergman,B001301,JackBergman_MI1,751799352755052544,,,
402,H0TN09061,"BERGMANN, CHARLOTTE",TN,9,REPUBLICAN PARTY,House,Challenger,P,Republican,charlotte  bergmann,https://ballotpedia.org/Charlotte_Bergmann,,ElectBergmann,93303821,,,
404,H2FL23245,"BERK, JEFFREY",FL,23,REPUBLICAN PARTY,House,Challenger,N,Republican,jeffrey  berk,,,,,,,
405,H2MN05182,"BERMAN, JOHN",MN,5,REPUBLICAN PARTY,House,Challenger,N,Republican,john  berman,,,,,,,
406,H2MN06222,"BERMAN, JOHN",MN,6,REPUBLICAN PARTY,House,Challenger,N,Republican,john  berman,,,,,,,
407,H2MN07154,"BERMAN, JOHN",MN,7,REPUBLICAN PARTY,House,Challenger,N,Republican,john  berman,,,,,,,
408,H2MN01215,"BERMAN, JOHN",MN,1,REPUBLICAN PARTY,House,Open seat,N,Republican,john  berman,,,,,,,
409,H2FL42013,"BERNSTEIN, ERIC MR",FL,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,eric  bernstein,,,,,,,
410,H2MO02219,"BERRY, PAUL III",MO,2,REPUBLICAN PARTY,House,Challenger,N,Republican,paul  berry,https://ballotpedia.org/Paul_Berry_(Missouri),,PBIII4USA,1479134212766810120,No tweets found.,,
412,H2FL15118,"BERTGES, BRIAN JOHN MR.",FL,15,NO PARTY AFFILIATION,House,Challenger,N,Other,brian  bertges,,,,,,,
413,H2AZ06320,"BERTONE, FRANK",AZ,6,WRITE-IN,House,Challenger,N,Other,frank  bertone,https://ballotpedia.org/Frank_Bertone,,,,,,
414,H0NV02167,"BEST, RUSSELL",NV,2,INDEPENDENT AMERICAN PARTY,House,Challenger,N,Other,russell  best,https://ballotpedia.org/Russell_Best,,Best4Governor,977007285749760000,,,
416,H2PA05124,"BESTMAN, WILLIAM DAVID",PA,5,WRITE-IN,House,Challenger,N,Other,william  bestman,,,,,,,
